algorithm,resample,mtry,min_n,n,accuracy,sens,spec,bal_accuracy,roc_auc
random_forest,none,2,2,10,0.9509774352944986,1,0,0.5,0.5114245481825799
random_forest,none,2,6.5,10,0.9509774352944986,1,0,0.5,0.5076977724209096
random_forest,none,2,11,10,0.9509774352944986,1,0,0.5,0.5059468649877846
random_forest,none,2,15.5,10,0.9509774352944986,1,0,0.5,0.49920444402765185
random_forest,none,2,20,10,0.9509774352944986,1,0,0.5,0.49678734541942626
random_forest,none,7.333333333333333,2,10,0.9509774352944986,1,0,0.5,0.5168157178244532
random_forest,none,7.333333333333333,6.5,10,0.9509774352944986,1,0,0.5,0.5008271910109222
random_forest,none,7.333333333333333,11,10,0.9509774352944986,1,0,0.5,0.5059029676692066
random_forest,none,7.333333333333333,15.5,10,0.9509774352944986,1,0,0.5,0.513142576490205
random_forest,none,7.333333333333333,20,10,0.9509774352944986,1,0,0.5,0.5125536951980791
random_forest,none,12.666666666666666,2,10,0.9509774352944986,1,0,0.5,0.5094683205293622
random_forest,none,12.666666666666666,6.5,10,0.9509774352944986,1,0,0.5,0.509278510294666
random_forest,none,12.666666666666666,11,10,0.9509774352944986,1,0,0.5,0.5057729681484213
random_forest,none,12.666666666666666,15.5,10,0.9509774352944986,1,0,0.5,0.5148349655612248
random_forest,none,12.666666666666666,20,10,0.9509774352944986,1,0,0.5,0.503286855285864
random_forest,none,18,2,10,0.9509774352944986,1,0,0.5,0.51134964149611
random_forest,none,18,6.5,10,0.9509774352944986,1,0,0.5,0.5143772736905021
random_forest,none,18,11,10,0.9509774352944986,1,0,0.5,0.5111457894726121
random_forest,none,18,15.5,10,0.9509774352944986,1,0,0.5,0.5082415906048721
random_forest,none,18,20,10,0.9509774352944986,1,0,0.5,0.5180589181177098
random_forest,none,23.333333333333332,2,10,0.9509774352944986,1,0,0.5,0.5134237278229988
random_forest,none,23.333333333333332,6.5,10,0.9509774352944986,1,0,0.5,0.5110432892460253
random_forest,none,23.333333333333332,11,10,0.9509774352944986,1,0,0.5,0.5101652980952899
random_forest,none,23.333333333333332,15.5,10,0.9509774352944986,1,0,0.5,0.5080689370618174
random_forest,none,23.333333333333332,20,10,0.9509774352944986,1,0,0.5,0.5048359416650169
random_forest,none,28.666666666666664,2,10,0.9509774352944986,1,0,0.5,0.5114093933860646
random_forest,none,28.666666666666664,6.5,10,0.9509774352944986,1,0,0.5,0.507168956544213
random_forest,none,28.666666666666664,11,10,0.9509774352944986,1,0,0.5,0.5073197339527092
random_forest,none,28.666666666666664,15.5,10,0.9509774352944986,1,0,0.5,0.5082469281537693
random_forest,none,28.666666666666664,20,10,0.9509774352944986,1,0,0.5,0.5146338457536408
random_forest,none,34,2,10,0.9509774352944986,1,0,0.5,0.5122341088584543
random_forest,none,34,6.5,10,0.9509774352944986,1,0,0.5,0.5170438477418516
random_forest,none,34,11,10,0.9509774352944986,1,0,0.5,0.5122535063012609
random_forest,none,34,15.5,10,0.9509774352944986,1,0,0.5,0.5105214875786285
random_forest,none,34,20,10,0.9509774352944986,1,0,0.5,0.5151017192712443
random_forest,none,39.33333333333333,2,10,0.9509774352944986,1,0,0.5,0.5086838517039497
random_forest,none,39.33333333333333,6.5,10,0.9509774352944986,1,0,0.5,0.5110091025247848
random_forest,none,39.33333333333333,11,10,0.9509774352944986,1,0,0.5,0.5099991718972999
random_forest,none,39.33333333333333,15.5,10,0.9509774352944986,1,0,0.5,0.507488372651247
random_forest,none,39.33333333333333,20,10,0.9509774352944986,1,0,0.5,0.5154643809872322
random_forest,none,44.666666666666664,2,10,0.9509774352944986,1,0,0.5,0.5217453654616394
random_forest,none,44.666666666666664,6.5,10,0.9509774352944986,1,0,0.5,0.5170932886903903
random_forest,none,44.666666666666664,11,10,0.9509774352944986,1,0,0.5,0.5095694313709948
random_forest,none,44.666666666666664,15.5,10,0.9509774352944986,1,0,0.5,0.5189179552583479
random_forest,none,44.666666666666664,20,10,0.9509774352944986,1,0,0.5,0.5143014422369963
random_forest,none,50,2,10,0.9509774352944986,1,0,0.5,0.5196434652293985
random_forest,none,50,6.5,10,0.9509774352944986,1,0,0.5,0.5181269640366638
random_forest,none,50,11,10,0.9509774352944986,1,0,0.5,0.5085403836526201
random_forest,none,50,15.5,10,0.9509774352944986,1,0,0.5,0.5158402159561841
random_forest,none,50,20,10,0.9509774352944986,1,0,0.5,0.5132183708672846
