algorithm,resample,penalty,mixture,n,accuracy,sens,spec,bal_accuracy,roc_auc
glmnet,smote,0.01235197395905096,0.9,10,0.7525917834069535,0.7811620094854766,0.24967003546216499,0.5154160224738208,0.54719685517947
glmnet,smote,0.01235197395905096,1,10,0.7409121378683076,0.7683529916478737,0.25324442687660864,0.5107987092622412,0.556569086976346
glmnet,smote,0.013664838298540717,0,10,0.759587007259151,0.7891350052613688,0.2563690613193581,0.5227520332903635,0.4950234582913899
glmnet,smote,0.013664838298540717,0.05,10,0.7532600087486622,0.7835154820592488,0.2560002835612357,0.5197578828102423,0.49478896202783357
glmnet,smote,0.013664838298540717,0.1,10,0.759595316907163,0.7909192637048238,0.24734620387037312,0.5191327337875985,0.5017960992208298
glmnet,smote,0.013664838298540717,0.2,10,0.7558141935856927,0.7854925641258139,0.2655851691311924,0.5255388666285031,0.5182256717687573
glmnet,smote,0.013664838298540717,0.3,10,0.7397986992149194,0.7675998405185415,0.28420615474458805,0.5259029976315648,0.5272833194101888
glmnet,smote,0.013664838298540717,0.4,10,0.7461501929935099,0.7743972213345333,0.28351770746187815,0.5289574643982057,0.5279894757526794
glmnet,smote,0.013664838298540717,0.5,10,0.7455736904849283,0.7732512797676966,0.2854053638842357,0.5293283218259661,0.526739937519905
glmnet,smote,0.013664838298540717,0.6,10,0.7619698947799585,0.7915703691817585,0.24791199416970108,0.5197411816757298,0.5301329090852153
glmnet,smote,0.013664838298540717,0.7,10,0.7593171594659551,0.7882513396862224,0.24967003546216499,0.5189606875741937,0.5424873549623317
glmnet,smote,0.013664838298540717,0.8,10,0.7540804734235477,0.7827170044430518,0.24967003546216499,0.5161935199526083,0.5457214899110631
glmnet,smote,0.013664838298540717,0.9,10,0.7424570447178243,0.7700857643626271,0.2516339603549746,0.5108598623588008,0.5543199426234968
glmnet,smote,0.013664838298540717,1,10,0.7316083606148609,0.7581533577633065,0.25582576718465044,0.5069895624739785,0.5648548644685746
glmnet,smote,0.01511724412181421,0,10,0.759799711807807,0.7893660834671427,0.2563690613193581,0.5228675723932503,0.4947145168842606
glmnet,smote,0.01511724412181421,0.05,10,0.7558829429983015,0.7863377726250985,0.25551484666803187,0.5209263096465652,0.4947527572375991
glmnet,smote,0.01511724412181421,0.1,10,0.7619554240410858,0.7933802714948203,0.2465649538703731,0.5199726126825966,0.5028423024755879
glmnet,smote,0.01511724412181421,0.2,10,0.7533494343715637,0.7832264543017521,0.2669157427562663,0.5250710985290091,0.519853095916112
glmnet,smote,0.01511724412181421,0.3,10,0.7444808438414273,0.7728235064319602,0.28016993787974676,0.5264967221558535,0.5274998887009151
glmnet,smote,0.01511724412181421,0.4,10,0.744176103802186,0.7721218013111943,0.28525185419220683,0.5286868277517006,0.5271078238514502
glmnet,smote,0.01511724412181421,0.5,10,0.7525886850318899,0.7811958567378656,0.25993417727466944,0.5205650170062676,0.5276408802217514
glmnet,smote,0.01511724412181421,0.6,10,0.7623265374815782,0.7917836222230912,0.24506185018297716,0.5184227362030341,0.5352454874235548
glmnet,smote,0.01511724412181421,0.7,10,0.7586317785652074,0.7875113785619162,0.24967003546216499,0.5185907070120406,0.5451871950017031
glmnet,smote,0.01511724412181421,0.8,10,0.745981437876917,0.7738730790487299,0.25112634614177665,0.5124997125952533,0.5513812868794656
glmnet,smote,0.01511724412181421,0.9,10,0.7344791183226502,0.7611993546756552,0.25582576718465044,0.5085125609301528,0.5622603037868485
glmnet,smote,0.01511724412181421,1,10,0.7308910369411027,0.7567984950754534,0.2593790666770362,0.5080887808762449,0.5677038583803352
glmnet,smote,0.016724022988470442,0,10,0.7586764990111373,0.7883007561599531,0.2558614471061601,0.5220811016330567,0.49343417303385745
glmnet,smote,0.016724022988470442,0.05,10,0.757721409623835,0.7883272586828963,0.25495304891522286,0.5216401537990596,0.4943018716649624
glmnet,smote,0.016724022988470442,0.1,10,0.7613997343079776,0.7927538928129739,0.2470725680835711,0.5199132304482725,0.5038940415182954
glmnet,smote,0.016724022988470442,0.2,10,0.7512964373391352,0.7811541341610947,0.2691481974612627,0.5251511658111787,0.521439578052938
glmnet,smote,0.016724022988470442,0.3,10,0.7438265081173099,0.7726438266696236,0.2748239634476482,0.5237338950586359,0.526091297108542
glmnet,smote,0.016724022988470442,0.4,10,0.7467835890322794,0.7751891026201533,0.27921938923888445,0.5272042459295189,0.5266262629982759
glmnet,smote,0.016724022988470442,0.5,10,0.7602767244648369,0.789290024979528,0.25099844663432613,0.520144235806927,0.5304678435078256
glmnet,smote,0.016724022988470442,0.6,10,0.7586634409431704,0.7876006075703775,0.24888878546216497,0.5182446965162713,0.5435540048643432
glmnet,smote,0.016724022988470442,0.7,10,0.7489454923274675,0.777035687320158,0.25112634614177665,0.5140810167309673,0.5493498286883665
glmnet,smote,0.016724022988470442,0.8,10,0.7354854064096132,0.7623964529781174,0.2542153006630164,0.5083058768205668,0.5588166929661255
glmnet,smote,0.016724022988470442,0.9,10,0.733341834997436,0.7595966784977366,0.25734860982424435,0.5084726441609905,0.5658482813863276
glmnet,smote,0.016724022988470442,1,10,0.7278541449280447,0.7534300843645841,0.2593790666770362,0.5064045755208102,0.572500641643945
glmnet,smote,0.018501582872190996,0,10,0.7563418561578567,0.7860716702935572,0.2532699609224409,0.5196708156079991,0.4919485783739061
glmnet,smote,0.018501582872190996,0.05,10,0.7623295680781945,0.7930708153985295,0.2529827462310424,0.5230267808147859,0.494568606578463
glmnet,smote,0.018501582872190996,0.1,10,0.7628065670003614,0.7942671476211083,0.2465649538703731,0.5204160507457407,0.50498335911915615
glmnet,smote,0.018501582872190996,0.2,10,0.7471237122589461,0.7761312020341637,0.2759170422305438,0.5260241221323538,0.5220751474692802
glmnet,smote,0.018501582872190996,0.3,10,0.7432337634239852,0.7721810539957514,0.273558909245255,0.5228699816205032,0.5261228423301431
glmnet,smote,0.018501582872190996,0.4,10,0.7501124220549689,0.7785483151798143,0.2789489642967682,0.5287486397382912,0.5275616270840733
glmnet,smote,0.018501582872190996,0.5,10,0.7615094978790465,0.7905705078593255,0.24870277355740308,0.5196366407083644,0.5352252958197612
glmnet,smote,0.018501582872190996,0.6,10,0.7549450682278102,0.78346651471998,0.25034509614177664,0.5169058054308783,0.5469981955568325
glmnet,smote,0.018501582872190996,0.7,10,0.7388011647527895,0.7660101837142881,0.25320007223662044,0.5096051279754542,0.5540525541248135
glmnet,smote,0.018501582872190996,0.8,10,0.7340954926342498,0.7605068786367805,0.2563333813978484,0.5084201300173145,0.5630150548384208
glmnet,smote,0.018501582872190996,0.9,10,0.727365395845065,0.7529359036422044,0.2593790666770362,0.5061574851596203,0.5727433199998756
glmnet,smote,0.018501582872190996,1,10,0.7233432810991045,0.7481935288677403,0.2623552571532267,0.5052743930104835,0.5802604426425323
glmnet,smote,0.020468075714350484,0,10,0.756813035151702,0.7868004017258587,0.2485743984869404,0.5176874001063996,0.49061722614518943
glmnet,smote,0.020468075714350484,0.05,10,0.7650629089763116,0.7959516090054628,0.2504471102661301,0.5231993596357964,0.49535332207425464
glmnet,smote,0.020468075714350484,0.1,10,0.763894303544301,0.7953970272649402,0.2465649538703731,0.5209809905676567,0.5068956114362018
glmnet,smote,0.020468075714350484,0.2,10,0.7460581235238207,0.7742585818626739,0.283760393381411,0.5290094876220425,0.5218825990949584
glmnet,smote,0.020468075714350484,0.3,10,0.7431243045776886,0.7716548858111391,0.27744749880646524,0.5245511923088022,0.5254877037610473
glmnet,smote,0.020468075714350484,0.4,10,0.7554131765415568,0.7843780034151686,0.25194208165099485,0.5181600425330818,0.5310106757912834
glmnet,smote,0.020468075714350484,0.5,10,0.7579475218262317,0.7868399564114035,0.24870277355740308,0.5177713649844032,0.5427594410144285
glmnet,smote,0.020468075714350484,0.6,10,0.7460700404424124,0.7738775120818862,0.2513159699281844,0.5125967410050353,0.5505199707345944
glmnet,smote,0.020468075714350484,0.7,10,0.7353986344286769,0.7619551906423256,0.25582576718465044,0.508890478913488,0.5593708393434207
glmnet,smote,0.020468075714350484,0.8,10,0.728454535339766,0.7540701182105831,0.2593790666770362,0.5067245924438097,0.5699419642126846
glmnet,smote,0.020468075714350484,0.9,10,0.7237777960885399,0.748597031322683,0.264140971438941,0.506369001380812,0.5778961162872877
glmnet,smote,0.020468075714350484,1,10,0.7232040569661109,0.7426513794581959,0.3398721251819225,0.5412617523200592,0.5849565274053365
glmnet,smote,0.02264358278653442,0,10,0.7593068240151591,0.789680484546651,0.24551309430888496,0.517596789427768,0.4894792590864429
glmnet,smote,0.02264358278653442,0.05,10,0.7685198250779363,0.79959327561975,0.247020496902338,0.523306886261044,0.4963130302699158
glmnet,smote,0.02264358278653442,0.1,10,0.765507054828797,0.7972153048017029,0.24554972544397718,0.5213825151228401,0.5079643411515526
glmnet,smote,0.02264358278653442,0.2,10,0.7475773799171772,0.7759146202071816,0.28304587390939184,0.5294802470582867,0.5227529438892473
glmnet,smote,0.02264358278653442,0.3,10,0.7460321813073078,0.7743532395920064,0.2819262320473344,0.5281397358196704,0.5255722142463152
glmnet,smote,0.02264358278653442,0.4,10,0.7583370472058488,0.7873354712424396,0.24886474700062652,0.5181001091215331,0.5374020940856586
glmnet,smote,0.02264358278653442,0.5,10,0.754928626155401,0.7834358908250368,0.2501590842370147,0.5167974875310258,0.5466785380774445
glmnet,smote,0.02264358278653442,0.6,10,0.7375271608238149,0.7644476250773046,0.2542153006630164,0.5093314628701605,0.5559701210361924
glmnet,smote,0.02264358278653442,0.7,10,0.7292504886839584,0.7551768840642626,0.2568409956110464,0.5060089398376545,0.5648458636438206
glmnet,smote,0.02264358278653442,0.8,10,0.724364796774057,0.7495697336814534,0.2605695428675124,0.5050696382744829,0.5759553063418013
glmnet,smote,0.02264358278653442,0.9,10,0.7263064021710849,0.7476081293054895,0.31573071707963846,0.531669423192564,0.5843235729176128
glmnet,smote,0.02264358278653442,1,10,0.7282562955499898,0.7429298282544616,0.41481533849220775,0.5788725833733347,0.5923198188339348
glmnet,smote,0.025050319754834304,0,10,0.7605527425313469,0.7909948682775303,0.24284555362509877,0.5169202109513146,0.48907328814552775
glmnet,smote,0.025050319754834304,0.05,10,0.7677955882052997,0.7991252457130904,0.24080209182724358,0.519963668770167,0.49704012283875987
glmnet,smote,0.025050319754834304,0.1,10,0.7659681637126903,0.7975849838607451,0.25081288333871404,0.5241989335997296,0.5085531648384427
glmnet,smote,0.025050319754834304,0.2,10,0.7462964663363638,0.7747939885410857,0.28020344480291776,0.5274987166720018,0.5243151994573426
glmnet,smote,0.025050319754834304,0.3,10,0.7479097690586063,0.776228249319248,0.27798364593305697,0.5271059476261525,0.5303926372372325
glmnet,smote,0.025050319754834304,0.4,10,0.7575187611640357,0.7863569922440619,0.24870277355740308,0.5175298829007324,0.5430907065093192
glmnet,smote,0.025050319754834304,0.5,10,0.7472369686876741,0.7749831128843155,0.2516375722366205,0.5133103425604679,0.5500647873131448
glmnet,smote,0.025050319754834304,0.6,10,0.7345963697101361,0.760913825642595,0.25642100527988854,0.5086674154612418,0.5582168200318478
glmnet,smote,0.025050319754834304,0.7,10,0.7277255287831409,0.7532280681717312,0.2599743047722743,0.5066011864720027,0.5727182534101385
glmnet,smote,0.025050319754834304,0.8,10,0.7302663484539831,0.7526157004398768,0.30442119327011463,0.5285184468549957,0.5811320027788974
glmnet,smote,0.025050319754834304,0.9,10,0.7328493811840178,0.7484171576515886,0.4085475348687063,0.5784823462601474,0.5901497408877006
glmnet,smote,0.025050319754834304,1,10,0.7437633930598635,0.7568142265732553,0.4576620255557522,0.6072381260645038,0.5998740315970169
glmnet,smote,0.02771286353997882,0,10,0.7623019796823205,0.7928475417601739,0.23893124118959824,0.5158893914748861,0.48917214855442914
glmnet,smote,0.02771286353997882,0.05,10,0.7695883443537802,0.8010309449153403,0.2402944776140456,0.520662711264693,0.49794140767473727
glmnet,smote,0.02771286353997882,0.1,10,0.76357857380458,0.7950425739829519,0.25432165526853856,0.5246821146257452,0.5096798910918694
glmnet,smote,0.02771286353997882,0.2,10,0.7446806159359113,0.7731588595629958,0.2790798492972998,0.5261193544301478,0.5249056371075659
glmnet,smote,0.02771286353997882,0.3,10,0.7494758027267852,0.7782881507780643,0.25475228218160684,0.5165202164798356,0.536442183930879
glmnet,smote,0.02771286353997882,0.4,10,0.7531849498659897,0.7815115103929614,0.2501590842370147,0.515835297314988,0.5449757940201538
glmnet,smote,0.02771286353997882,0.5,10,0.739386634963216,0.7662235330783216,0.2540292887582545,0.510126410918288,0.5539369294656865
glmnet,smote,0.02771286353997882,0.6,10,0.7315071883196138,0.7573821895548524,0.25794384791948244,0.5076630187371673,0.5670484912220197
glmnet,smote,0.02771286353997882,0.7,10,0.7319740648434843,0.7548833274725066,0.2954039693592737,0.5251436484158902,0.5777974247439752
glmnet,smote,0.02771286353997882,0.8,10,0.733287797951289,0.7510973099013097,0.38451042230227767,0.5678038661017937,0.587815773900419
glmnet,smote,0.02771286353997882,0.9,10,0.7430956542669616,0.7565621107025893,0.4533550456799045,0.6049585781912469,0.5990457398826814
glmnet,smote,0.02771286353997882,1,10,0.7414076296106777,0.7540938537543596,0.4809147291855585,0.617504291469959,0.6101301359438346
glmnet,smote,0.030658403289933054,0,10,0.7650398975182005,0.7956809491345346,0.23893124118959824,0.5173060951620664,0.4895146820444907
glmnet,smote,0.030658403289933054,0.05,10,0.7699368503684924,0.8015426870396775,0.23863619472765496,0.5200894408836663,0.4991373012459767
glmnet,smote,0.030658403289933054,0.1,10,0.7587787988069591,0.7893362554348299,0.26287215773830525,0.5261042065865675,0.5116052360223151
glmnet,smote,0.030658403289933054,0.2,10,0.7446434407047784,0.773037754292642,0.2798610992972998,0.5264494267949709,0.5262885111700041
glmnet,smote,0.030658403289933054,0.3,10,0.7511041211004825,0.7799163905332753,0.24762853269803486,0.5137724616156552,0.5414669513746054
glmnet,smote,0.030658403289933054,0.4,10,0.7482778501893246,0.7760450315558044,0.2516375722366205,0.5138413018962125,0.5478472964994023
glmnet,smote,0.030658403289933054,0.5,10,0.7387805225210616,0.7652410054889187,0.25582576718465044,0.5105333863367846,0.5568726250074072
glmnet,smote,0.030658403289933054,0.6,10,0.733958848033577,0.7581718860645614,0.2817134931687975,0.5199426896166796,0.572243007874829
glmnet,smote,0.030658403289933054,0.7,10,0.7379837226633287,0.7579357813083687,0.3524835033005098,0.5552096423044393,0.5845514457859748
glmnet,smote,0.030658403289933054,0.8,10,0.7425494468195316,0.7573198066033174,0.4347291311324166,0.596024468867867,0.5964542011847294
glmnet,smote,0.030658403289933054,0.9,10,0.7379577099794665,0.7505596103497318,0.4809147291855585,0.6157371697676453,0.6083554174351602
glmnet,smote,0.030658403289933054,1,10,0.7410728167135686,0.7539690037214095,0.47541628309423645,0.614692643407823,0.6230670203522131
glmnet,smote,0.03391701802782724,0,10,0.7658863176333648,0.7965965783387166,0.2373927796511367,0.5169946789949267,0.4894338163686791
glmnet,smote,0.03391701802782724,0.05,10,0.7700923621003427,0.8019924794372982,0.23559050944846713,0.5187914944428826,0.5005081611694521
glmnet,smote,0.03391701802782724,0.1,10,0.7590810694339323,0.7883390946910128,0.27773333981972237,0.5330362172553675,0.5119756893234997
glmnet,smote,0.03391701802782724,0.2,10,0.7428120858109951,0.7710118106591709,0.2804563373925379,0.5257340740258545,0.5286385507561331
glmnet,smote,0.03391701802782724,0.3,10,0.7535842420788288,0.7822870491479468,0.24689308690612213,0.5145900680270344,0.5436206001854892
glmnet,smote,0.03391701802782724,0.4,10,0.7443712592547252,0.771579730462984,0.25149365279334224,0.5115366916281632,0.5520636040997033
glmnet,smote,0.03391701802782724,0.5,10,0.736769293361053,0.762946026451077,0.2556818477413722,0.5093139370962246,0.5640278139688543
glmnet,smote,0.03391701802782724,0.6,10,0.7412469501964241,0.762486908539011,0.3255964718922018,0.5440416902156064,0.5784106288250077
glmnet,smote,0.03391701802782724,0.7,10,0.7418695787039133,0.7583171121960205,0.4074961036756549,0.5829066079358377,0.5918337349600313
glmnet,smote,0.03391701802782724,0.8,10,0.7382794466609662,0.7515711364565107,0.47131458669735826,0.6114428615769345,0.6056621447291176
glmnet,smote,0.03391701802782724,0.9,10,0.7403130243442878,0.7531589432244883,0.47717066905914873,0.6151648061418186,0.6214441404763233
glmnet,smote,0.03391701802782724,1,10,0.7496083952104085,0.7627800638197697,0.47439300861590583,0.6185865362178378,0.6322700686479501
glmnet,smote,0.03752198381047752,0,10,0.7680748116650795,0.7989535041408937,0.2339439889673505,0.5164487465541221,0.48923525988545147
glmnet,smote,0.03752198381047752,0.05,10,0.7710028190628408,0.8030741346666519,0.2346294645616822,0.518851799614167,0.5015950454880086
