algorithm,feature_set,hp1,hp2,hp3,resample,n_feats,feature_fun_type,accuracy,bal_accuracy,sens,spec,roc_auc,n_jobs
glmnet,feat_all,0.5,1.924728302886348e-4,NA,up_1,2750,raw,0.7853421253528307,0.5084663967301436,0.8169215688021625,0.20001122465812465,0.48862015449750745,1
glmnet,feat_all,0.5,1.924728302886348e-4,NA,up_1,5500,perc_raw,0.802384812842881,0.5044711422923128,0.8368779163088744,0.17206436827575117,0.4755642293915995,1
glmnet,feat_all,0.5,2.1509205806226583e-4,NA,down_1,2750,perc,0.6764631345573501,0.5227605233200678,0.6935986630451939,0.3519223835949417,0.5265209658439067,1
glmnet,feat_all,0.5,2.1509205806226583e-4,NA,down_1,2750,raw,0.6570059357653355,0.5189511798872558,0.672531186895188,0.3653711728793237,0.5008078406609758,1
glmnet,feat_all,0.5,2.1509205806226583e-4,NA,down_1,5500,perc_raw,0.6794168284437223,0.5198820987025183,0.6974463836458172,0.3423178137592195,0.5184419857964595,1
glmnet,feat_all,0.5,2.1509205806226583e-4,NA,smote_1,2750,perc,0.7725204255259701,0.49848271643497566,0.8037781417166425,0.19318729115330885,0.4885925645773179,1
glmnet,feat_all,0.5,2.1509205806226583e-4,NA,smote_1,2750,raw,0.789597860093965,0.5021465901103312,0.8218626408376069,0.1824305393830556,0.480822375252254,1
glmnet,feat_all,0.5,2.1509205806226583e-4,NA,smote_1,5500,perc_raw,0.795122819007733,0.49786571053715023,0.8294238362219253,0.16630758485237512,0.4746324957996834,1
glmnet,feat_all,0.5,2.1509205806226583e-4,NA,up_1,2750,perc,0.7800178781776289,0.5115628222228356,0.8109745813844691,0.21215106306120185,0.5150294632982129,1
glmnet,feat_all,0.5,2.1509205806226583e-4,NA,up_1,2750,raw,0.7848115354268174,0.5099175142289879,0.8162006153940541,0.20363441306392177,0.4889614614802257,1
glmnet,feat_all,0.5,2.1509205806226583e-4,NA,up_1,5500,perc_raw,0.8012944549560206,0.5041358552314161,0.8356295697503753,0.17264214071245704,0.4756981053505883,1
glmnet,feat_all,0.5,2.4036947641951407e-4,NA,down_1,2750,perc,0.6764631345573501,0.5227605233200678,0.6935986630451939,0.3519223835949417,0.5265209658439067,1
glmnet,feat_all,0.5,2.4036947641951407e-4,NA,down_1,2750,raw,0.6576969318858336,0.5183667169591136,0.6732899379771337,0.3634434959410937,0.5008168171762288,1
glmnet,feat_all,0.5,2.4036947641951407e-4,NA,down_1,5500,perc_raw,0.6794168284437223,0.5198820987025183,0.6974463836458172,0.3423178137592195,0.5184419857964595,1
glmnet,feat_all,0.5,2.4036947641951407e-4,NA,smote_1,2750,perc,0.7718666037906307,0.49886018066086973,0.8031047112932632,0.19461565002847625,0.4885011827565303,1
glmnet,feat_all,0.5,2.4036947641951407e-4,NA,smote_1,2750,raw,0.7887376654790346,0.5000159985695967,0.8211086901387502,0.17892330700044326,0.4807519903821134,1
glmnet,feat_all,0.5,2.4036947641951407e-4,NA,smote_1,5500,perc_raw,0.7943943987633253,0.49898832983353864,0.8284450163430226,0.1695316433240546,0.473955714040958,1
glmnet,feat_all,0.5,2.4036947641951407e-4,NA,up_1,2750,perc,0.7801669954927403,0.5129700582257773,0.8109281729444423,0.21501194350711245,0.5157542255315459,1
glmnet,feat_all,0.5,2.4036947641951407e-4,NA,up_1,2750,raw,0.7843851293990937,0.5113127994666621,0.815534400060016,0.20709119887330815,0.4896826852505273,1
glmnet,feat_all,0.5,2.4036947641951407e-4,NA,up_1,5500,perc_raw,0.8012161949053419,0.5038205088402665,0.8354753906472928,0.17216562703324026,0.4756976055877856,1
glmnet,feat_all,0.5,2.686174734423051e-4,NA,down_1,2750,perc,0.6764631345573501,0.5227605233200678,0.6935986630451939,0.3519223835949417,0.5265209658439067,1
glmnet,feat_all,0.5,2.686174734423051e-4,NA,down_1,2750,raw,0.6584396785308618,0.5193828732040752,0.6740064609933722,0.3647592854147779,0.5005280038946134,1
glmnet,feat_all,0.5,2.686174734423051e-4,NA,down_1,5500,perc_raw,0.6794168284437223,0.5198820987025183,0.6974463836458172,0.3423178137592195,0.5184419857964595,1
glmnet,feat_all,0.5,2.686174734423051e-4,NA,smote_1,2750,perc,0.7712386263670279,0.5000873157957444,0.8022297692705364,0.1979448623209524,0.4883270903260243,1
glmnet,feat_all,0.5,2.686174734423051e-4,NA,smote_1,2750,raw,0.787574504941144,0.5006889405202114,0.8197412425465358,0.18163663849388695,0.48044589740014576,1
glmnet,feat_all,0.5,2.686174734423051e-4,NA,smote_1,5500,perc_raw,0.7939910300099287,0.4985180006994414,0.8279618431635879,0.16907415823529498,0.47361972628346394,1
glmnet,feat_all,0.5,2.686174734423051e-4,NA,up_1,2750,perc,0.7795643117037151,0.5139204252775392,0.8101338378930147,0.2177070126620637,0.5162683073088636,1
glmnet,feat_all,0.5,2.686174734423051e-4,NA,up_1,2750,raw,0.7832984804431435,0.5111343442694127,0.8143300320383987,0.2079386565004268,0.4900798070118714,1
glmnet,feat_all,0.5,2.686174734423051e-4,NA,up_1,5500,perc_raw,0.800701833633283,0.5030847700079855,0.8349938153595956,0.17117572465637532,0.4756900160134901,1
glmnet,feat_all,0.5,3.001851487690369e-4,NA,down_1,2750,perc,0.6764631345573501,0.5227605233200678,0.6935986630451939,0.3519223835949417,0.5265209658439067,1
glmnet,feat_all,0.5,3.001851487690369e-4,NA,down_1,2750,raw,0.658597613442927,0.5192814609790308,0.6741659553838634,0.3643969665741982,0.5006514780515875,1
glmnet,feat_all,0.5,3.001851487690369e-4,NA,down_1,5500,perc_raw,0.6794168284437223,0.5198820987025183,0.6974463836458172,0.3423178137592195,0.5184419857964595,1
glmnet,feat_all,0.5,3.001851487690369e-4,NA,smote_1,2750,perc,0.7709581693528669,0.4984640059699477,0.8020340538033526,0.1948939581365429,0.48819437112226727,1
glmnet,feat_all,0.5,3.001851487690369e-4,NA,smote_1,2750,raw,0.7859271645071956,0.4998357805136199,0.8180190198071929,0.18165254122004676,0.4806858425473533,1
glmnet,feat_all,0.5,3.001851487690369e-4,NA,smote_1,5500,perc_raw,0.7929106883482474,0.4982672215612435,0.8267800127783484,0.1697544303441385,0.47273030820008,1
glmnet,feat_all,0.5,3.001851487690369e-4,NA,up_1,2750,perc,0.7839032547693137,0.5167561263944611,0.814646566442104,0.2188656863468183,0.5170566409717137,1
glmnet,feat_all,0.5,3.001851487690369e-4,NA,up_1,2750,raw,0.7834773949382753,0.5144733813302553,0.8141984470173831,0.21474831564312769,0.4903140153770057,1
glmnet,feat_all,0.5,3.001851487690369e-4,NA,up_1,5500,perc_raw,0.7994813151841178,0.504768639432382,0.8333865239349244,0.17615075492983956,0.47570633060313366,1
glmnet,feat_all,0.5,3.3546262790251185e-4,NA,down_1,2750,perc,0.6764631345573501,0.5227605233200678,0.6935986630451939,0.3519223835949417,0.5265209658439067,1
glmnet,feat_all,0.5,3.3546262790251185e-4,NA,down_1,2750,raw,0.658912555825992,0.5195007161229138,0.674488382936298,0.36451304930952955,0.5004660729329273,1
glmnet,feat_all,0.5,3.3546262790251185e-4,NA,down_1,5500,perc_raw,0.6794168284437223,0.5198820987025183,0.6974463836458172,0.3423178137592195,0.5184419857964595,1
glmnet,feat_all,0.5,3.3546262790251185e-4,NA,smote_1,2750,perc,0.7700530447262836,0.49890170154865376,0.8009401757586148,0.19686322733869285,0.4880235414490208,1
glmnet,feat_all,0.5,3.3546262790251185e-4,NA,smote_1,2750,raw,0.785320428451737,0.5003551136341662,0.8172922551629915,0.18341797210534097,0.4809457042863638,1
glmnet,feat_all,0.5,3.3546262790251185e-4,NA,smote_1,5500,perc_raw,0.79164778911135,0.4988734875168329,0.8254146432988515,0.1723323317348143,0.47210237825560625,1
glmnet,feat_all,0.5,3.3546262790251185e-4,NA,up_1,2750,perc,0.7826710016480446,0.5180865068735206,0.8131571138377168,0.22301589990932455,0.517833617566201,1
glmnet,feat_all,0.5,3.3546262790251185e-4,NA,up_1,2750,raw,0.7821963346208324,0.5155684603699682,0.8126285261104668,0.2185083946294696,0.49072845660655856,1
glmnet,feat_all,0.5,3.3546262790251185e-4,NA,up_1,5500,perc_raw,0.7978100117165292,0.504834123913873,0.831485807740622,0.17818244008712397,0.4757952573804784,1
glmnet,feat_all,0.5,3.748858835313132e-4,NA,down_1,2750,perc,0.6764631345573501,0.5227605233200678,0.6935986630451939,0.3519223835949417,0.5265209658439067,1
glmnet,feat_all,0.5,3.748858835313132e-4,NA,down_1,2750,raw,0.6591854421741825,0.5183084679342423,0.6748689513949581,0.3617479844735265,0.5006012377850282,1
glmnet,feat_all,0.5,3.748858835313132e-4,NA,down_1,5500,perc_raw,0.6794168284437223,0.5198820987025183,0.6974463836458172,0.3423178137592195,0.5184419857964595,1
glmnet,feat_all,0.5,3.748858835313132e-4,NA,smote_1,2750,perc,0.7685931110911267,0.49934109041823865,0.7993163305796422,0.19936585025683504,0.487664418289361,1
glmnet,feat_all,0.5,3.748858835313132e-4,NA,smote_1,2750,raw,0.7857810133360236,0.5017654211679091,0.817632063611588,0.18589877872423025,0.4809693805308589,1
glmnet,feat_all,0.5,3.748858835313132e-4,NA,smote_1,5500,perc_raw,0.7903491437920382,0.4985841296425264,0.8240074985135771,0.17316076077147577,0.4714824152592064,1
glmnet,feat_all,0.5,3.748858835313132e-4,NA,up_1,2750,perc,0.7818839793384887,0.5181689419195536,0.8122746416789083,0.22406324216019907,0.5183458499434415,1
glmnet,feat_all,0.5,3.748858835313132e-4,NA,up_1,2750,raw,0.7806006812414865,0.5153009266883274,0.8108422257079159,0.2197596276687389,0.490333762099392,1
glmnet,feat_all,0.5,3.748858835313132e-4,NA,up_1,5500,perc_raw,0.7959267173107819,0.5048575087814077,0.8293852331010483,0.18032978446176703,0.4756967877452365,1
glmnet,feat_all,0.5,4.189421234483841e-4,NA,down_1,2750,perc,0.6764631345573501,0.5227605233200678,0.6935986630451939,0.3519223835949417,0.5265209658439067,1
glmnet,feat_all,0.5,4.189421234483841e-4,NA,down_1,2750,raw,0.6599632626999434,0.5187081830528021,0.6756683816320777,0.3617479844735265,0.5003039926013835,1
glmnet,feat_all,0.5,4.189421234483841e-4,NA,down_1,5500,perc_raw,0.6794168284437223,0.5198820987025183,0.6974463836458172,0.3423178137592195,0.5184419857964595,1
glmnet,feat_all,0.5,4.189421234483841e-4,NA,smote_1,2750,perc,0.7673492566556768,0.4997218589803397,0.798028535790873,0.20141518216980636,0.4875130668150459,1
glmnet,feat_all,0.5,4.189421234483841e-4,NA,smote_1,2750,raw,0.7852346652818402,0.5028204344636963,0.8169432896890969,0.18869757923829564,0.4808991354582438,1
glmnet,feat_all,0.5,4.189421234483841e-4,NA,smote_1,5500,perc_raw,0.7925983274659432,0.4988031522754784,0.8264142537713092,0.1711920507796476,0.47107583248897617,1
glmnet,feat_all,0.5,4.189421234483841e-4,NA,up_1,2750,perc,0.7803356167831308,0.5178863560174913,0.8104350026530693,0.2253377093819134,0.5189270128027857,1
glmnet,feat_all,0.5,4.189421234483841e-4,NA,up_1,2750,raw,0.7788152715058456,0.5152218998251834,0.8088541454016022,0.2215896542487647,0.490487163938026,1
glmnet,feat_all,0.5,4.189421234483841e-4,NA,up_1,5500,perc_raw,0.7947856508603,0.5041220440361905,0.828185876697721,0.18005821137465997,0.47580767486648456,1
glmnet,feat_all,0.5,4.6817581165277687e-4,NA,down_1,2750,perc,0.6764631345573501,0.5227605233200678,0.6935986630451939,0.3519223835949417,0.5265209658439067,1
glmnet,feat_all,0.5,4.6817581165277687e-4,NA,down_1,2750,raw,0.660171708664159,0.5177346335801358,0.6759847097967197,0.35948455736355206,0.4998807016582841,1
glmnet,feat_all,0.5,4.6817581165277687e-4,NA,down_1,5500,perc_raw,0.6794168284437223,0.5198820987025183,0.6974463836458172,0.3423178137592195,0.5184419857964595,1
glmnet,feat_all,0.5,4.6817581165277687e-4,NA,smote_1,2750,perc,0.7663040604857848,0.5000757638254345,0.7968554280737669,0.20329609957710204,0.4866500220341421,1
glmnet,feat_all,0.5,4.6817581165277687e-4,NA,smote_1,2750,raw,0.7834725642725823,0.5041871179829899,0.8148076745292545,0.19356656143672515,0.4808438174029588,1
glmnet,feat_all,0.5,4.6817581165277687e-4,NA,smote_1,5500,perc_raw,0.7929958061628881,0.5000413118770077,0.8267419969127484,0.17334062684126716,0.4706429509132037,1
glmnet,feat_all,0.5,4.6817581165277687e-4,NA,up_1,2750,perc,0.7800026982778079,0.5183748064101397,0.8099725674142971,0.22677704540598223,0.5190783430665401,1
glmnet,feat_all,0.5,4.6817581165277687e-4,NA,up_1,2750,raw,0.7769079824413685,0.5143798232618269,0.8068250765876126,0.22193456993604116,0.49087348280500903,1
glmnet,feat_all,0.5,4.6817581165277687e-4,NA,up_1,5500,perc_raw,0.794122706048165,0.5040420765780793,0.8274351837391513,0.18064896941700737,0.4762440691454465,1
glmnet,feat_all,0.5,5.231953970456776e-4,NA,down_1,2750,perc,0.6764631345573501,0.5227605233200678,0.6935986630451939,0.3519223835949417,0.5265209658439067,1
glmnet,feat_all,0.5,5.231953970456776e-4,NA,down_1,2750,raw,0.6603128960672882,0.5183693082715172,0.676077588591247,0.3606610279517874,0.49977944723584294,1
glmnet,feat_all,0.5,5.231953970456776e-4,NA,down_1,5500,perc_raw,0.6794168284437223,0.5198820987025183,0.6974463836458172,0.3423178137592195,0.5184419857964595,1
glmnet,feat_all,0.5,5.231953970456776e-4,NA,smote_1,2750,perc,0.7651638229995618,0.4999519388493726,0.7955584499615922,0.2043454277371531,0.4860006678490215,1
glmnet,feat_all,0.5,5.231953970456776e-4,NA,smote_1,2750,raw,0.7819931682635664,0.5037278743747801,0.8131898866135342,0.19426586213602584,0.4811770380176838,1
glmnet,feat_all,0.5,5.231953970456776e-4,NA,smote_1,5500,perc_raw,0.7925388756514271,0.5020095353997119,0.8260668879489238,0.17795218285050002,0.4703240434526021,1
glmnet,feat_all,0.5,5.231953970456776e-4,NA,up_1,2750,perc,0.7784742475744821,0.5204330071631735,0.8081590928071073,0.23270692151923977,0.5194198378423752,1
glmnet,feat_all,0.5,5.231953970456776e-4,NA,up_1,2750,raw,0.7763611994840108,0.5147634682766282,0.8060865967889763,0.22344033976428013,0.4913085557033339,1
glmnet,feat_all,0.5,5.231953970456776e-4,NA,up_1,5500,perc_raw,0.7930406924209557,0.5048971785606314,0.8260800308111202,0.18371432631014264,0.47698378511739287,1
glmnet,feat_all,0.5,5.84680832876515e-4,NA,down_1,2750,perc,0.6764631345573501,0.5227605233200678,0.6935986630451939,0.3519223835949417,0.5265209658439067,1
glmnet,feat_all,0.5,5.84680832876515e-4,NA,down_1,2750,raw,0.6612786928228007,0.517354759674935,0.6771273399587835,0.3575821793910865,0.49969617761918805,1
glmnet,feat_all,0.5,5.84680832876515e-4,NA,down_1,5500,perc_raw,0.6794168284437223,0.5198820987025183,0.6974463836458172,0.3423178137592195,0.5184419857964595,1
glmnet,feat_all,0.5,5.84680832876515e-4,NA,smote_1,2750,perc,0.7629922555205533,0.5014921651297252,0.7930982733223464,0.20988605693710405,0.4851995786343145,1
glmnet,feat_all,0.5,5.84680832876515e-4,NA,smote_1,2750,raw,0.7809754790079786,0.5041987454209461,0.8120112124039502,0.196386278437942,0.4819434411159183,1
glmnet,feat_all,0.5,5.84680832876515e-4,NA,smote_1,5500,perc_raw,0.7905768061973427,0.5027392958943417,0.8238611222065424,0.1816174695821412,0.4698456315494004,1
glmnet,feat_all,0.5,5.84680832876515e-4,NA,up_1,2750,perc,0.7770799994681568,0.5196933433293778,0.806644177613181,0.2327425090455745,0.5198574960320052,1
glmnet,feat_all,0.5,5.84680832876515e-4,NA,up_1,2750,raw,0.7758609138533473,0.5152022752024605,0.8054456120739251,0.2249589383309961,0.49174716235233856,1
glmnet,feat_all,0.5,5.84680832876515e-4,NA,up_1,5500,perc_raw,0.7922151184233248,0.5046979358994584,0.8251169325972894,0.1842789392016275,0.4776549841433979,1
glmnet,feat_all,0.5,6.533919798673801e-4,NA,down_1,2750,perc,0.6764631345573501,0.5227605233200678,0.6935986630451939,0.3519223835949417,0.5265209658439067,1
glmnet,feat_all,0.5,6.533919798673801e-4,NA,down_1,2750,raw,0.6613376352077366,0.5168078097801442,0.6772331469075548,0.35638247265273365,0.4995822545595824,1
glmnet,feat_all,0.5,6.533919798673801e-4,NA,down_1,5500,perc_raw,0.6794168284437223,0.5198820987025183,0.6974463836458172,0.3423178137592195,0.5184419857964595,1
glmnet,feat_all,0.5,6.533919798673801e-4,NA,smote_1,2750,perc,0.7611462441132272,0.5008393154801553,0.7910607756134466,0.210617855346864,0.4845104437374595,1
glmnet,feat_all,0.5,6.533919798673801e-4,NA,smote_1,2750,raw,0.779098917671279,0.5034110506188751,0.8099761477072747,0.19684595353047565,0.4826359867249356,1
glmnet,feat_all,0.5,6.533919798673801e-4,NA,smote_1,5500,perc_raw,0.7895686528949388,0.5022758764660286,0.8228108671906267,0.18174088574143032,0.46953214718480474,1
glmnet,feat_all,0.5,6.533919798673801e-4,NA,up_1,2750,perc,0.77710239893073485,0.5191822784865008,0.8066634834531986,0.23170107351980296,0.5206623409162385,1
glmnet,feat_all,0.5,6.533919798673801e-4,NA,up_1,2750,raw,0.773907166993779,0.5140242666542061,0.8033801966549802,0.22466833665343183,0.4922978734974746,1
glmnet,feat_all,0.5,6.533919798673801e-4,NA,up_1,5500,perc_raw,0.7963687041836208,0.5068640004602596,0.8294028082498817,0.18432519267063768,0.47871208598969167,1
glmnet,feat_all,0.5,7.301779968647975e-4,NA,down_1,2750,perc,0.6764631345573501,0.5227605233200678,0.6935986630451939,0.3519223835949417,0.5265209658439067,1
glmnet,feat_all,0.5,7.301779968647975e-4,NA,down_1,2750,raw,0.662404943941446,0.5190973966591264,0.6782353857287322,0.35995940758952055,0.4993414673763538,1
glmnet,feat_all,0.5,7.301779968647975e-4,NA,down_1,5500,perc_raw,0.6794168284437223,0.5198820987025183,0.6974463836458172,0.3423178137592195,0.5184419857964595,1
glmnet,feat_all,0.5,7.301779968647975e-4,NA,smote_1,2750,perc,0.7588168213668536,0.5012402208213994,0.7885234887681927,0.21395695287460623,0.48393848752648183,1
glmnet,feat_all,0.5,7.301779968647975e-4,NA,smote_1,2750,raw,0.7779450056187035,0.5027395384706753,0.8087492061462063,0.19672987079514423,0.4834205922929399,1
glmnet,feat_all,0.5,7.301779968647975e-4,NA,smote_1,5500,perc_raw,0.7879061569307229,0.5040028718098701,0.82083234251608606,0.1871734011036542,0.46936799009774544,1
glmnet,feat_all,0.5,7.301779968647975e-4,NA,up_1,2750,perc,0.7756347626799647,0.5181470672846269,0.805136207223665,0.2311579273455888,0.5210958110232661,1
glmnet,feat_all,0.5,7.301779968647975e-4,NA,up_1,2750,raw,0.7722220326135054,0.5156938207407349,0.8013364278700363,0.23005121361143355,0.49302568620046816,1
glmnet,feat_all,0.5,7.301779968647975e-4,NA,up_1,5500,perc_raw,0.7955032127620324,0.508541727620485,0.8283439397357724,0.18873951550519777,0.47952666382484777,1
glmnet,feat_all,0.5,8.159878350721483e-4,NA,down_1,2750,perc,0.6764631345573501,0.5227605233200678,0.6935986630451939,0.3519223835949417,0.5265209658439067,1
glmnet,feat_all,0.5,8.159878350721483e-4,NA,down_1,2750,raw,0.6635680810542857,0.5166493065355843,0.6796952758890236,0.353603337182145,0.498948034368028,1
glmnet,feat_all,0.5,8.159878350721483e-4,NA,down_1,5500,perc_raw,0.6794168284437223,0.5198820987025183,0.6974463836458172,0.3423178137592195,0.5184419857964595,1
glmnet,feat_all,0.5,8.159878350721483e-4,NA,smote_1,2750,perc,0.7572421494613387,0.5010253023319535,0.7868494071704975,0.21520119749340952,0.4833447829253256,1
glmnet,feat_all,0.5,8.159878350721483e-4,NA,smote_1,2750,raw,0.7765176869830482,0.5042253090096066,0.80698744240974,0.20146317560947327,0.4850282538044281,1
glmnet,feat_all,0.5,8.159878350721483e-4,NA,smote_1,5500,perc_raw,0.7868414626168071,0.5045938230347304,0.8195568468051695,0.18963079926429136,0.4696753277231164,1
