algorithm,feature_set,hp1,hp2,hp3,resample,n_feats,feature_fun_type,accuracy,bal_accuracy,sens,spec,roc_auc,n_jobs
glmnet,feat_all,0.55,0.18887560283756177,NA,smote_1,2750,perc,0.6812276869951304,0.5625099440552639,0.6948154955170799,0.4302043925934479,0.5529773508902234,1
glmnet,feat_all,0.55,0.18887560283756177,NA,smote_1,2750,raw,0.6944507418356951,0.5558044739804108,0.7098677451875907,0.401741202773231,0.5699587996146911,1
glmnet,feat_all,0.55,0.18887560283756177,NA,smote_1,5500,perc_raw,0.6593632116102119,0.5489689551760155,0.6724271743256431,0.42551073602638784,0.5517158274627901,1
glmnet,feat_all,0.55,0.18887560283756177,NA,up_1,2750,perc,0.6933685598662775,0.5664413500193052,0.7083285460700849,0.4245541539685255,0.5608127735980757,1
glmnet,feat_all,0.55,0.18887560283756177,NA,up_1,2750,raw,0.6975759577846898,0.5650869873217805,0.7130120438414876,0.41716193080207337,0.5627173629538982,1
glmnet,feat_all,0.55,0.18887560283756177,NA,up_1,5500,perc_raw,0.6963276515386649,0.5685433248295104,0.7113712945692282,0.4257153550897926,0.563590225009427,1
glmnet,feat_all,0.55,0.21107208779109005,NA,down_1,2750,perc,0.7092321537353378,0.5645107985282294,0.7250302141264773,0.4039913829299815,0.5602760087536824,1
glmnet,feat_all,0.55,0.21107208779109005,NA,down_1,2750,raw,0.7073492059635298,0.5634546855005794,0.7231549356668084,0.40375443533435046,0.5641930815690497,1
glmnet,feat_all,0.55,0.21107208779109005,NA,down_1,5500,perc_raw,0.7130622741196201,0.5641135869539081,0.7294092473649504,0.3988179265428658,0.5591181652426859,1
glmnet,feat_all,0.55,0.21107208779109005,NA,smote_1,2750,perc,0.6157461523453325,0.5395186648230835,0.6233569755292843,0.4556803541168828,0.5408730925500587,1
glmnet,feat_all,0.55,0.21107208779109005,NA,smote_1,2750,raw,0.6953093626054762,0.5475743422059274,0.7124447537072306,0.3827039307046242,0.5444667918665129,1
glmnet,feat_all,0.55,0.21107208779109005,NA,smote_1,5500,perc_raw,0.5797150577932086,0.5334142068076432,0.5845220906688392,0.4823063229464471,0.5319922940213305,1
glmnet,feat_all,0.55,0.21107208779109005,NA,up_1,2750,perc,0.6144882296515852,0.5501364720600116,0.6210133253878779,0.4792596187321454,0.5593660676946488,1
glmnet,feat_all,0.55,0.21107208779109005,NA,up_1,2750,raw,0.6181634902344123,0.5491482571629628,0.625227925482817,0.4730685888431085,0.5597864750840335,1
glmnet,feat_all,0.55,0.21107208779109005,NA,up_1,5500,perc_raw,0.6219389694026211,0.5479720234737472,0.6292774654182474,0.4666665815292471,0.5590126012291431,1
glmnet,feat_all,0.55,0.23587708298569995,NA,down_1,2750,perc,0.5071955747989914,0.5332033680743223,0.5087585428698551,0.5576481932787896,0.511414506760223,1
glmnet,feat_all,0.55,0.23587708298569995,NA,down_1,2750,raw,0.5071955747989914,0.5332033680743223,0.5087585428698551,0.5576481932787896,0.511414506760223,1
glmnet,feat_all,0.55,0.23587708298569995,NA,down_1,5500,perc_raw,0.5072926621776321,0.5329462905401594,0.5089155287411267,0.5569770523391921,0.5113224926701264,1
glmnet,feat_all,0.55,0.23587708298569995,NA,smote_1,2750,perc,0.5935039496125861,0.5158432268156442,0.6049306447084227,0.42675580892286574,0.4913229224659255,1
glmnet,feat_all,0.55,0.23587708298569995,NA,smote_1,2750,raw,0.6624623683282782,0.5357465734204693,0.6780939516062243,0.3933991952347143,0.5128988742377505,1
glmnet,feat_all,0.55,0.23587708298569995,NA,smote_1,5500,perc_raw,0.5610948432166578,0.5209581574871618,0.5716353285312102,0.47028098644311334,0.4991320409728024,1
glmnet,feat_all,0.55,0.23587708298569995,NA,up_1,2750,perc,0.2923694474439906,0.5038919852917936,0.27221350078492934,0.7355704697986577,0.5033927561731972,1
glmnet,feat_all,0.55,0.23587708298569995,NA,up_1,2750,raw,0.2923694474439906,0.5038919852917936,0.27221350078492934,0.7355704697986577,0.5033927561731972,1
glmnet,feat_all,0.55,0.23587708298569995,NA,up_1,5500,perc_raw,0.2923694474439906,0.5038919852917936,0.27221350078492934,0.7355704697986577,0.5033927561731972,1
glmnet,feat_all,0.55,0.2635971381157266,NA,down_1,2750,perc,0.5577486990333644,0.503865820979915,0.5721611721611721,0.4355704697986577,0.5033927561731972,1
glmnet,feat_all,0.55,0.2635971381157266,NA,down_1,2750,raw,0.5577486990333644,0.503865820979915,0.5721611721611721,0.4355704697986577,0.5033927561731972,1
glmnet,feat_all,0.55,0.2635971381157266,NA,down_1,5500,perc_raw,0.5577486990333644,0.503865820979915,0.5721611721611721,0.4355704697986577,0.5033927561731972,1
glmnet,feat_all,0.55,0.2635971381157266,NA,smote_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.2635971381157266,NA,smote_1,2750,raw,0.2923694474439906,0.5038919852917936,0.27221350078492934,0.7355704697986577,0.5033927561731972,1
glmnet,feat_all,0.55,0.2635971381157266,NA,smote_1,5500,perc_raw,0.2923694474439906,0.5038919852917936,0.27221350078492934,0.7355704697986577,0.5033927561731972,1
glmnet,feat_all,0.55,0.2635971381157266,NA,up_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.2635971381157266,NA,up_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.2635971381157266,NA,up_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.29457482831010734,NA,down_1,2750,perc,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,0.29457482831010734,NA,down_1,2750,raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,0.29457482831010734,NA,down_1,5500,perc_raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,0.29457482831010734,NA,smote_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.29457482831010734,NA,smote_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.29457482831010734,NA,smote_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.29457482831010734,NA,up_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.29457482831010734,NA,up_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.29457482831010734,NA,up_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.3291929878079054,NA,down_1,2750,perc,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,0.3291929878079054,NA,down_1,2750,raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,0.3291929878079054,NA,down_1,5500,perc_raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,0.3291929878079054,NA,smote_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.3291929878079054,NA,smote_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.3291929878079054,NA,smote_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.3291929878079054,NA,up_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.3291929878079054,NA,up_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.3291929878079054,NA,up_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.36787944117144233,NA,down_1,2750,perc,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,0.36787944117144233,NA,down_1,2750,raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,0.36787944117144233,NA,down_1,5500,perc_raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,0.36787944117144233,NA,smote_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.36787944117144233,NA,smote_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.36787944117144233,NA,smote_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.36787944117144233,NA,up_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.36787944117144233,NA,up_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.36787944117144233,NA,up_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.4111122905071873,NA,down_1,2750,perc,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,0.4111122905071873,NA,down_1,2750,raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,0.4111122905071873,NA,down_1,5500,perc_raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,0.4111122905071873,NA,smote_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.4111122905071873,NA,smote_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.4111122905071873,NA,smote_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.4111122905071873,NA,up_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.4111122905071873,NA,up_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.4111122905071873,NA,up_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.45942582403592624,NA,down_1,2750,perc,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,0.45942582403592624,NA,down_1,2750,raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,0.45942582403592624,NA,down_1,5500,perc_raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,0.45942582403592624,NA,smote_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.45942582403592624,NA,smote_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.45942582403592624,NA,smote_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.45942582403592624,NA,up_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.45942582403592624,NA,up_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.45942582403592624,NA,up_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.5134171190325915,NA,down_1,2750,perc,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,0.5134171190325915,NA,down_1,2750,raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,0.5134171190325915,NA,down_1,5500,perc_raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,0.5134171190325915,NA,smote_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.5134171190325915,NA,smote_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.5134171190325915,NA,smote_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.5134171190325915,NA,up_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.5134171190325915,NA,up_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.5134171190325915,NA,up_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.573753420737433,NA,down_1,2750,perc,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,0.573753420737433,NA,down_1,2750,raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,0.573753420737433,NA,down_1,5500,perc_raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,0.573753420737433,NA,smote_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.573753420737433,NA,smote_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.573753420737433,NA,smote_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.573753420737433,NA,up_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.573753420737433,NA,up_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.573753420737433,NA,up_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.6411803884299545,NA,down_1,2750,perc,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,0.6411803884299545,NA,down_1,2750,raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,0.6411803884299545,NA,down_1,5500,perc_raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,0.6411803884299545,NA,smote_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.6411803884299545,NA,smote_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.6411803884299545,NA,smote_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.6411803884299545,NA,up_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.6411803884299545,NA,up_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.6411803884299545,NA,up_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.7165313105737888,NA,down_1,2750,perc,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,0.7165313105737888,NA,down_1,2750,raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,0.7165313105737888,NA,down_1,5500,perc_raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,0.7165313105737888,NA,smote_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.7165313105737888,NA,smote_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.7165313105737888,NA,smote_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.7165313105737888,NA,up_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.7165313105737888,NA,up_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.7165313105737888,NA,up_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.8007374029168073,NA,down_1,2750,perc,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,0.8007374029168073,NA,down_1,2750,raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,0.8007374029168073,NA,down_1,5500,perc_raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,0.8007374029168073,NA,smote_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.8007374029168073,NA,smote_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.8007374029168073,NA,smote_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.8007374029168073,NA,up_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.8007374029168073,NA,up_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.8007374029168073,NA,up_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.8948393168143701,NA,down_1,2750,perc,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,0.8948393168143701,NA,down_1,2750,raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,0.8948393168143701,NA,down_1,5500,perc_raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,0.8948393168143701,NA,smote_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.8948393168143701,NA,smote_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.8948393168143701,NA,smote_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.8948393168143701,NA,up_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.8948393168143701,NA,up_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,0.8948393168143701,NA,up_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1,NA,down_1,2750,perc,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,1,NA,down_1,2750,raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,1,NA,down_1,5500,perc_raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,1,NA,smote_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1,NA,smote_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1,NA,smote_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1,NA,up_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1,NA,up_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1,NA,up_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.1175190687418632,NA,down_1,2750,perc,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,1.1175190687418632,NA,down_1,2750,raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,1.1175190687418632,NA,down_1,5500,perc_raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,1.1175190687418632,NA,smote_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.1175190687418632,NA,smote_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.1175190687418632,NA,smote_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.1175190687418632,NA,up_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.1175190687418632,NA,up_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.1175190687418632,NA,up_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.2488488690016812,NA,down_1,2750,perc,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,1.2488488690016812,NA,down_1,2750,raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,1.2488488690016812,NA,down_1,5500,perc_raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,1.2488488690016812,NA,smote_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.2488488690016812,NA,smote_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.2488488690016812,NA,smote_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.2488488690016812,NA,up_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.2488488690016812,NA,up_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.2488488690016812,NA,up_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.395612425086088,NA,down_1,2750,perc,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,1.395612425086088,NA,down_1,2750,raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,1.395612425086088,NA,down_1,5500,perc_raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,1.395612425086088,NA,smote_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.395612425086088,NA,smote_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.395612425086088,NA,smote_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.395612425086088,NA,up_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.395612425086088,NA,up_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.395612425086088,NA,up_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.559623497606781,NA,down_1,2750,perc,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,1.559623497606781,NA,down_1,2750,raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,1.559623497606781,NA,down_1,5500,perc_raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,1.559623497606781,NA,smote_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.559623497606781,NA,smote_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.559623497606781,NA,smote_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.559623497606781,NA,up_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.559623497606781,NA,up_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.559623497606781,NA,up_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.7429089986334574,NA,down_1,2750,perc,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,1.7429089986334574,NA,down_1,2750,raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,1.7429089986334574,NA,down_1,5500,perc_raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,1.7429089986334574,NA,smote_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.7429089986334574,NA,smote_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.7429089986334574,NA,smote_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.7429089986334574,NA,up_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.7429089986334574,NA,up_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.7429089986334574,NA,up_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.9477340410546744,NA,down_1,2750,perc,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,1.9477340410546744,NA,down_1,2750,raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,1.9477340410546744,NA,down_1,5500,perc_raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,1.9477340410546744,NA,smote_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.9477340410546744,NA,smote_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.9477340410546744,NA,smote_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.9477340410546744,NA,up_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.9477340410546744,NA,up_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,1.9477340410546744,NA,up_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,2.176629931716246,NA,down_1,2750,perc,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,2.176629931716246,NA,down_1,2750,raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,2.176629931716246,NA,down_1,5500,perc_raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,2.176629931716246,NA,smote_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,2.176629931716246,NA,smote_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,2.176629931716246,NA,smote_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,2.176629931716246,NA,up_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,2.176629931716246,NA,up_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,2.176629931716246,NA,up_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,2.4324254542872046,NA,down_1,2750,perc,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,2.4324254542872046,NA,down_1,2750,raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,2.4324254542872046,NA,down_1,5500,perc_raw,0.5810011262178304,0.5,0.6,0.4,0.5,1
glmnet,feat_all,0.55,2.4324254542872046,NA,smote_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,2.4324254542872046,NA,smote_1,2750,raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,2.4324254542872046,NA,smote_1,5500,perc_raw,0.230039350356612,0.5,0.2,0.8,0.5,1
glmnet,feat_all,0.55,2.4324254542872046,NA,up_1,2750,perc,0.230039350356612,0.5,0.2,0.8,0.5,1
