algorithm,feature_set,hp1,hp2,hp3,resample,.config,accuracy,bal_accuracy,sens,spec,roc_auc
glmnet,feat_all_passive,0.8500000000000001,0.04455142624448967,NA,down_1,Preprocessor1_Model1,0.7553961814177556,0.5952349681061799,0.41770163793132464,0.7727682982810351,0.6395578810209416
