algorithm,feature_set,hp1,hp2,hp3,resample,n_feats,feature_fun_type,accuracy,bal_accuracy,sens,spec,roc_auc,n_jobs
knn,feat_all_passive,95,NA,NA,down_1,122,raw,0.6782706906690713,0.5815431933969498,0.47469985088076566,0.6883865359131339,0.5951034815175829,10
