algorithm,rec,job,bal_accuracy
glmnet,rec_active,231,0.5221624013570323
glmnet,rec_active,232,0.6346467989602125
glmnet,rec_active,233,0.5730466874699952
glmnet,rec_active,234,0.38608837364346826
glmnet,rec_active,235,0.5533882783882784
glmnet,rec_active,236,0.5648523154966454
glmnet,rec_active,237,0.6454193849021436
glmnet,rec_active,238,0.6267710954389198
glmnet,rec_active,239,0.5033852904754212
glmnet,rec_active,240,0.5338513203821881
glmnet,rec_active,241,0.5221624013570323
glmnet,rec_active,242,0.6346467989602125
glmnet,rec_active,243,0.5730466874699952
glmnet,rec_active,244,0.38608837364346826
glmnet,rec_active,245,0.5533882783882784
glmnet,rec_active,246,0.5648523154966454
glmnet,rec_active,247,0.6454193849021436
glmnet,rec_active,248,0.6267710954389198
glmnet,rec_active,249,0.5033852904754212
glmnet,rec_active,250,0.5338513203821881
glmnet,rec_active,251,0.5221624013570323
glmnet,rec_active,252,0.6346467989602125
glmnet,rec_active,253,0.5730466874699952
glmnet,rec_active,254,0.38608837364346826
glmnet,rec_active,255,0.5533882783882784
glmnet,rec_active,256,0.5648523154966454
glmnet,rec_active,257,0.6454193849021436
glmnet,rec_active,258,0.6267710954389198
glmnet,rec_active,259,0.5033852904754212
glmnet,rec_active,260,0.5338513203821881
glmnet,rec_active,261,0.5221624013570323
glmnet,rec_active,262,0.6346467989602125
glmnet,rec_active,263,0.5730466874699952
glmnet,rec_active,264,0.38608837364346826
glmnet,rec_active,265,0.5533882783882784
glmnet,rec_active,266,0.5648523154966454
glmnet,rec_active,267,0.6454193849021436
glmnet,rec_active,268,0.6267710954389198
glmnet,rec_active,269,0.5033852904754212
glmnet,rec_active,270,0.5338513203821881
glmnet,rec_active,271,0.5221624013570323
glmnet,rec_active,272,0.6346467989602125
glmnet,rec_active,273,0.5730466874699952
glmnet,rec_active,274,0.38608837364346826
glmnet,rec_active,275,0.5533882783882784
glmnet,rec_active,276,0.5648523154966454
glmnet,rec_active,277,0.6454193849021436
glmnet,rec_active,278,0.6267710954389198
glmnet,rec_active,279,0.5033852904754212
glmnet,rec_active,280,0.5338513203821881
glmnet,rec_active,281,0.5221624013570323
glmnet,rec_active,282,0.6346467989602125
glmnet,rec_active,283,0.5730466874699952
glmnet,rec_active,284,0.38608837364346826
glmnet,rec_active,285,0.5533882783882784
glmnet,rec_active,286,0.5648523154966454
glmnet,rec_active,287,0.6454193849021436
glmnet,rec_active,288,0.6267710954389198
glmnet,rec_active,289,0.5033852904754212
glmnet,rec_active,290,0.5338513203821881
glmnet,rec_active,291,0.5221624013570323
glmnet,rec_active,292,0.6346467989602125
glmnet,rec_active,293,0.5730466874699952
glmnet,rec_active,294,0.38608837364346826
glmnet,rec_active,295,0.5533882783882784
glmnet,rec_active,296,0.5648523154966454
glmnet,rec_active,297,0.6454193849021436
glmnet,rec_active,298,0.6267710954389198
glmnet,rec_active,299,0.5033852904754212
glmnet,rec_active,300,0.5338513203821881
glmnet,rec_active,301,0.6724859913304837
glmnet,rec_active,302,0.5111507128309573
glmnet,rec_active,303,0.6537876112660278
glmnet,rec_active,304,0.6539433771486349
glmnet,rec_active,305,0.7233337907689492
glmnet,rec_active,306,0.5586151541095891
glmnet,rec_active,307,0.6346029098322676
glmnet,rec_active,308,0.618043457957208
glmnet,rec_active,309,0.6394562639385465
glmnet,rec_active,310,0.568330761603586
glmnet,rec_active,311,0.6724859913304837
glmnet,rec_active,312,0.5111507128309573
glmnet,rec_active,313,0.6537876112660278
glmnet,rec_active,314,0.6539433771486349
glmnet,rec_active,315,0.7233337907689492
glmnet,rec_active,316,0.5586151541095891
glmnet,rec_active,317,0.6346029098322676
glmnet,rec_active,318,0.618043457957208
glmnet,rec_active,319,0.6394562639385465
glmnet,rec_active,320,0.568330761603586
glmnet,rec_active,321,0.6724859913304837
glmnet,rec_active,322,0.5111507128309573
glmnet,rec_active,323,0.6537876112660278
glmnet,rec_active,324,0.6539433771486349
glmnet,rec_active,325,0.7233337907689492
glmnet,rec_active,326,0.5586151541095891
glmnet,rec_active,327,0.6346029098322676
glmnet,rec_active,328,0.618043457957208
glmnet,rec_active,329,0.6394562639385465
glmnet,rec_active,330,0.568330761603586
glmnet,rec_active,331,0.6724859913304837
glmnet,rec_active,332,0.5111507128309573
glmnet,rec_active,333,0.6537876112660278
glmnet,rec_active,334,0.6539433771486349
glmnet,rec_active,335,0.7233337907689492
glmnet,rec_active,336,0.5586151541095891
glmnet,rec_active,337,0.6346029098322676
glmnet,rec_active,338,0.618043457957208
glmnet,rec_active,339,0.6394562639385465
glmnet,rec_active,340,0.568330761603586
glmnet,rec_active,341,0.6724859913304837
glmnet,rec_active,342,0.5111507128309573
glmnet,rec_active,343,0.6537876112660278
glmnet,rec_active,344,0.6539433771486349
glmnet,rec_active,345,0.7233337907689492
glmnet,rec_active,346,0.5586151541095891
glmnet,rec_active,347,0.6346029098322676
glmnet,rec_active,348,0.618043457957208
glmnet,rec_active,349,0.6394562639385465
glmnet,rec_active,350,0.568330761603586
glmnet,rec_active,351,0.6724859913304837
glmnet,rec_active,352,0.5111507128309573
glmnet,rec_active,353,0.6537876112660278
glmnet,rec_active,354,0.6539433771486349
glmnet,rec_active,355,0.7233337907689492
glmnet,rec_active,356,0.5586151541095891
glmnet,rec_active,357,0.6346029098322676
glmnet,rec_active,358,0.618043457957208
glmnet,rec_active,359,0.6394562639385465
glmnet,rec_active,360,0.568330761603586
glmnet,rec_active,361,0.6724859913304837
glmnet,rec_active,362,0.5111507128309573
glmnet,rec_active,363,0.6537876112660278
glmnet,rec_active,364,0.6539433771486349
glmnet,rec_active,365,0.7233337907689492
glmnet,rec_active,366,0.5586151541095891
glmnet,rec_active,367,0.6346029098322676
glmnet,rec_active,368,0.618043457957208
glmnet,rec_active,369,0.6394562639385465
glmnet,rec_active,370,0.568330761603586
glmnet,rec_active,371,0.6724859913304837
glmnet,rec_active,372,0.5111507128309573
glmnet,rec_active,373,0.6537876112660278
glmnet,rec_active,374,0.6539433771486349
glmnet,rec_active,375,0.7233337907689492
glmnet,rec_active,376,0.5586151541095891
glmnet,rec_active,377,0.6346029098322676
glmnet,rec_active,378,0.618043457957208
glmnet,rec_active,379,0.6394562639385465
glmnet,rec_active,380,0.568330761603586
glmnet,rec_active,381,0.6724859913304837
glmnet,rec_active,382,0.5111507128309573
glmnet,rec_active,383,0.6537876112660278
glmnet,rec_active,384,0.6539433771486349
glmnet,rec_active,385,0.7233337907689492
glmnet,rec_active,386,0.5586151541095891
glmnet,rec_active,387,0.6346029098322676
glmnet,rec_active,388,0.618043457957208
glmnet,rec_active,389,0.6394562639385465
glmnet,rec_active,390,0.568330761603586
glmnet,rec_active,391,0.6724859913304837
glmnet,rec_active,392,0.5111507128309573
glmnet,rec_active,393,0.6537876112660278
glmnet,rec_active,394,0.6539433771486349
glmnet,rec_active,395,0.7233337907689492
glmnet,rec_active,396,0.5586151541095891
glmnet,rec_active,397,0.6346029098322676
glmnet,rec_active,398,0.618043457957208
glmnet,rec_active,399,0.6394562639385465
glmnet,rec_active,400,0.568330761603586
glmnet,rec_active,401,0.6529333333333334
glmnet,rec_active,402,0.6602478573315543
glmnet,rec_active,403,0.6004493355425096
glmnet,rec_active,404,0.6337056705121162
glmnet,rec_active,405,0.4167924528301887
glmnet,rec_active,406,0.6041155453956887
glmnet,rec_active,407,0.5928046222464541
glmnet,rec_active,408,0.5833333333333333
glmnet,rec_active,409,0.5320200623315195
glmnet,rec_active,410,0.5149854848388196
glmnet,rec_active,411,0.6529333333333334
glmnet,rec_active,412,0.6602478573315543
glmnet,rec_active,413,0.6004493355425096
glmnet,rec_active,414,0.6337056705121162
glmnet,rec_active,415,0.4167924528301887
glmnet,rec_active,416,0.6041155453956887
glmnet,rec_active,417,0.5928046222464541
glmnet,rec_active,418,0.5833333333333333
glmnet,rec_active,419,0.5320200623315195
glmnet,rec_active,420,0.5149854848388196
glmnet,rec_active,421,0.6529333333333334
glmnet,rec_active,422,0.6602478573315543
glmnet,rec_active,423,0.6004493355425096
glmnet,rec_active,424,0.6337056705121162
glmnet,rec_active,425,0.4167924528301887
glmnet,rec_active,426,0.6041155453956887
glmnet,rec_active,427,0.5928046222464541
glmnet,rec_active,428,0.5833333333333333
glmnet,rec_active,429,0.5320200623315195
glmnet,rec_active,430,0.5149854848388196
glmnet,rec_active,431,0.6529333333333334
glmnet,rec_active,432,0.6602478573315543
glmnet,rec_active,433,0.6004493355425096
glmnet,rec_active,434,0.6337056705121162
glmnet,rec_active,435,0.4167924528301887
glmnet,rec_active,436,0.6041155453956887
glmnet,rec_active,437,0.5928046222464541
glmnet,rec_active,438,0.5833333333333333
glmnet,rec_active,439,0.5320200623315195
glmnet,rec_active,440,0.5149854848388196
glmnet,rec_active,441,0.6529333333333334
glmnet,rec_active,442,0.6602478573315543
glmnet,rec_active,443,0.6004493355425096
glmnet,rec_active,444,0.6337056705121162
glmnet,rec_active,445,0.4167924528301887
glmnet,rec_active,446,0.6041155453956887
glmnet,rec_active,447,0.5928046222464541
glmnet,rec_active,448,0.5833333333333333
glmnet,rec_active,449,0.5320200623315195
glmnet,rec_active,450,0.5149854848388196
glmnet,rec_active,451,0.6529333333333334
glmnet,rec_active,452,0.6602478573315543
glmnet,rec_active,453,0.6004493355425096
glmnet,rec_active,454,0.6337056705121162
glmnet,rec_active,455,0.4167924528301887
glmnet,rec_active,456,0.6041155453956887
glmnet,rec_active,457,0.5928046222464541
glmnet,rec_active,458,0.5833333333333333
glmnet,rec_active,459,0.5320200623315195
glmnet,rec_active,460,0.5149854848388196
glmnet,rec_active,461,0.6529333333333334
glmnet,rec_active,462,0.6602478573315543
glmnet,rec_active,463,0.6004493355425096
glmnet,rec_active,464,0.6337056705121162
glmnet,rec_active,465,0.4167924528301887
glmnet,rec_active,466,0.6041155453956887
glmnet,rec_active,467,0.5928046222464541
glmnet,rec_active,468,0.5833333333333333
glmnet,rec_active,469,0.5320200623315195
glmnet,rec_active,470,0.5149854848388196
glmnet,rec_active,471,0.6529333333333334
glmnet,rec_active,472,0.6602478573315543
glmnet,rec_active,473,0.6004493355425096
glmnet,rec_active,474,0.6337056705121162
glmnet,rec_active,475,0.4167924528301887
glmnet,rec_active,476,0.6041155453956887
glmnet,rec_active,477,0.5928046222464541
glmnet,rec_active,478,0.5833333333333333
glmnet,rec_active,479,0.5320200623315195
glmnet,rec_active,480,0.5149854848388196
glmnet,rec_active,481,0.6529333333333334
glmnet,rec_active,482,0.6602478573315543
glmnet,rec_active,483,0.6004493355425096
glmnet,rec_active,484,0.6337056705121162
glmnet,rec_active,485,0.4167924528301887
glmnet,rec_active,486,0.6041155453956887
glmnet,rec_active,487,0.5928046222464541
glmnet,rec_active,488,0.5833333333333333
glmnet,rec_active,489,0.5320200623315195
glmnet,rec_active,490,0.5149854848388196
glmnet,rec_active,491,0.6529333333333334
glmnet,rec_active,492,0.6602478573315543
glmnet,rec_active,493,0.6004493355425096
glmnet,rec_active,494,0.6337056705121162
glmnet,rec_active,495,0.4167924528301887
glmnet,rec_active,496,0.6041155453956887
glmnet,rec_active,497,0.5928046222464541
glmnet,rec_active,498,0.5833333333333333
glmnet,rec_active,499,0.5320200623315195
glmnet,rec_active,500,0.5149854848388196
glmnet,rec_active,501,0.5438084909006575
glmnet,rec_active,502,0.5029583082557203
glmnet,rec_active,503,0.5889861282591329
glmnet,rec_active,504,0.6243261893853264
glmnet,rec_active,505,0.5581456965743443
glmnet,rec_active,506,0.5441824252553672
glmnet,rec_active,507,0.5947047035692681
glmnet,rec_active,508,0.5286814140099761
glmnet,rec_active,509,0.5258315177923021
glmnet,rec_active,510,0.6178283546704599
glmnet,rec_active,511,0.5438084909006575
glmnet,rec_active,512,0.5029583082557203
glmnet,rec_active,513,0.5889861282591329
glmnet,rec_active,514,0.6243261893853264
glmnet,rec_active,515,0.5581456965743443
glmnet,rec_active,516,0.5441824252553672
glmnet,rec_active,517,0.5947047035692681
glmnet,rec_active,518,0.5286814140099761
glmnet,rec_active,519,0.5258315177923021
glmnet,rec_active,520,0.6178283546704599
glmnet,rec_active,521,0.5438084909006575
glmnet,rec_active,522,0.5029583082557203
glmnet,rec_active,523,0.5889861282591329
glmnet,rec_active,524,0.6243261893853264
glmnet,rec_active,525,0.5581456965743443
glmnet,rec_active,526,0.5441824252553672
glmnet,rec_active,527,0.5947047035692681
glmnet,rec_active,528,0.5286814140099761
glmnet,rec_active,529,0.5258315177923021
glmnet,rec_active,530,0.6178283546704599
glmnet,rec_active,531,0.5438084909006575
glmnet,rec_active,532,0.5029583082557203
glmnet,rec_active,533,0.5889861282591329
glmnet,rec_active,534,0.6243261893853264
glmnet,rec_active,535,0.5581456965743443
glmnet,rec_active,536,0.5441824252553672
glmnet,rec_active,537,0.5947047035692681
glmnet,rec_active,538,0.5286814140099761
glmnet,rec_active,539,0.5258315177923021
glmnet,rec_active,540,0.6178283546704599
glmnet,rec_active,541,0.5438084909006575
glmnet,rec_active,542,0.5029583082557203
glmnet,rec_active,543,0.5889861282591329
glmnet,rec_active,544,0.6243261893853264
glmnet,rec_active,545,0.5581456965743443
glmnet,rec_active,546,0.5441824252553672
glmnet,rec_active,547,0.5947047035692681
glmnet,rec_active,548,0.5286814140099761
glmnet,rec_active,549,0.5258315177923021
glmnet,rec_active,550,0.6178283546704599
glmnet,rec_active,551,0.5438084909006575
glmnet,rec_active,552,0.5029583082557203
glmnet,rec_active,553,0.5889861282591329
glmnet,rec_active,554,0.6243261893853264
glmnet,rec_active,555,0.5581456965743443
glmnet,rec_active,556,0.5441824252553672
glmnet,rec_active,557,0.5947047035692681
glmnet,rec_active,558,0.5286814140099761
glmnet,rec_active,559,0.5258315177923021
glmnet,rec_active,560,0.6178283546704599
glmnet,rec_active,561,0.5438084909006575
glmnet,rec_active,562,0.5029583082557203
glmnet,rec_active,563,0.5889861282591329
glmnet,rec_active,564,0.6243261893853264
glmnet,rec_active,565,0.5581456965743443
glmnet,rec_active,566,0.5441824252553672
glmnet,rec_active,567,0.5947047035692681
glmnet,rec_active,568,0.5286814140099761
glmnet,rec_active,569,0.5258315177923021
glmnet,rec_active,570,0.6178283546704599
glmnet,rec_active,571,0.5438084909006575
glmnet,rec_active,572,0.5029583082557203
glmnet,rec_active,573,0.5889861282591329
glmnet,rec_active,574,0.6243261893853264
glmnet,rec_active,575,0.5581456965743443
glmnet,rec_active,576,0.5441824252553672
glmnet,rec_active,577,0.5947047035692681
glmnet,rec_active,578,0.5286814140099761
glmnet,rec_active,579,0.5258315177923021
glmnet,rec_active,580,0.6178283546704599
glmnet,rec_active,581,0.5438084909006575
glmnet,rec_active,582,0.5029583082557203
glmnet,rec_active,583,0.5889861282591329
glmnet,rec_active,584,0.6243261893853264
glmnet,rec_active,585,0.5581456965743443
glmnet,rec_active,586,0.5441824252553672
glmnet,rec_active,587,0.5947047035692681
glmnet,rec_active,588,0.5286814140099761
glmnet,rec_active,589,0.5258315177923021
glmnet,rec_active,590,0.6178283546704599
glmnet,rec_active,591,0.5438084909006575
glmnet,rec_active,592,0.5029583082557203
glmnet,rec_active,593,0.5889861282591329
glmnet,rec_active,594,0.6243261893853264
glmnet,rec_active,595,0.5581456965743443
glmnet,rec_active,596,0.5441824252553672
glmnet,rec_active,597,0.5947047035692681
glmnet,rec_active,598,0.5286814140099761
glmnet,rec_active,599,0.5258315177923021
glmnet,rec_active,600,0.6178283546704599
glmnet,rec_active,601,0.5703023684390144
glmnet,rec_active,602,0.5593971631205674
glmnet,rec_active,603,0.5619964706281604
glmnet,rec_active,604,0.5561260904044409
glmnet,rec_active,605,0.6261752881265077
glmnet,rec_active,606,0.5040718912863474
glmnet,rec_active,607,0.4787593984962406
glmnet,rec_active,608,0.5172898338220919
glmnet,rec_active,609,0.6733944162363534
glmnet,rec_active,610,0.6535792147528852
glmnet,rec_active,611,0.5703023684390144
glmnet,rec_active,612,0.5593971631205674
glmnet,rec_active,613,0.5619964706281604
glmnet,rec_active,614,0.5561260904044409
glmnet,rec_active,615,0.6261752881265077
glmnet,rec_active,616,0.5040718912863474
glmnet,rec_active,617,0.4787593984962406
glmnet,rec_active,618,0.5172898338220919
glmnet,rec_active,619,0.6733944162363534
glmnet,rec_active,620,0.6535792147528852
glmnet,rec_active,621,0.5703023684390144
glmnet,rec_active,622,0.5593971631205674
glmnet,rec_active,623,0.5619964706281604
glmnet,rec_active,624,0.5561260904044409
glmnet,rec_active,625,0.6261752881265077
glmnet,rec_active,626,0.5040718912863474
glmnet,rec_active,627,0.4787593984962406
glmnet,rec_active,628,0.5172898338220919
glmnet,rec_active,629,0.6733944162363534
glmnet,rec_active,630,0.6535792147528852
glmnet,rec_active,631,0.5703023684390144
glmnet,rec_active,632,0.5593971631205674
glmnet,rec_active,633,0.5619964706281604
glmnet,rec_active,634,0.5561260904044409
glmnet,rec_active,635,0.6261752881265077
glmnet,rec_active,636,0.5040718912863474
glmnet,rec_active,637,0.4787593984962406
glmnet,rec_active,638,0.5172898338220919
glmnet,rec_active,639,0.6733944162363534
glmnet,rec_active,640,0.6535792147528852
glmnet,rec_active,641,0.5703023684390144
glmnet,rec_active,642,0.5593971631205674
glmnet,rec_active,643,0.5619964706281604
glmnet,rec_active,644,0.5561260904044409
glmnet,rec_active,645,0.6261752881265077
glmnet,rec_active,646,0.5040718912863474
glmnet,rec_active,647,0.4787593984962406
glmnet,rec_active,648,0.5172898338220919
glmnet,rec_active,649,0.6733944162363534
glmnet,rec_active,650,0.6535792147528852
glmnet,rec_active,651,0.5703023684390144
glmnet,rec_active,652,0.5593971631205674
glmnet,rec_active,653,0.5619964706281604
glmnet,rec_active,654,0.5561260904044409
glmnet,rec_active,655,0.6261752881265077
glmnet,rec_active,656,0.5040718912863474
glmnet,rec_active,657,0.4787593984962406
glmnet,rec_active,658,0.5172898338220919
glmnet,rec_active,659,0.6733944162363534
glmnet,rec_active,660,0.6535792147528852
glmnet,rec_active,661,0.5703023684390144
glmnet,rec_active,662,0.5593971631205674
glmnet,rec_active,663,0.5619964706281604
glmnet,rec_active,664,0.5561260904044409
glmnet,rec_active,665,0.6261752881265077
