algorithm,feature_set,hp1,hp2,hp3,resample,n_feats,feature_fun_type,accuracy,bal_accuracy,sens,spec,roc_auc,n_jobs
random_forest,feat_all_passive,20,2,10000,down_1,244,perc_raw,0.7262402020135424,0.6085881197199969,0.47801630078721485,0.7391599386527791,0.6382028856379809,10
