algorithm,feature_set,hp1,hp2,hp3,resample,.config,accuracy,bal_accuracy,sens,spec,roc_auc
random_forest,feat_all_passive,20,2,10000,down_1,Preprocessor1_Model1,0.6859295095143685,0.588004553137415,0.4787301651664464,0.6972789411083835,0.616669561061011
