algorithm,resample,penalty,mixture,n,accuracy,sens,spec,bal_accuracy,roc_auc
glmnet,down,0.009122880349438393,0.9,10,0.7399884586245158,0.7689912594061412,0.2432436595519901,0.5061174594790656,0.5295733826599309
glmnet,down,0.009122880349438393,1,10,0.7325931960056109,0.7605050009197285,0.24769959634829558,0.504102298634012,0.5305949786593986
glmnet,down,0.010092531380432784,0,10,0.7266311486086036,0.7548882418258048,0.26463382457505563,0.5097610332004302,0.4955231433940781
glmnet,down,0.010092531380432784,0.05,10,0.7114460807426943,0.7392491869561414,0.2648619601936222,0.5020555735748817,0.4979150405562037
glmnet,down,0.010092531380432784,0.1,10,0.7147907723432502,0.7425944419477972,0.25428404481694517,0.4984392433823712,0.4974420264758242
glmnet,down,0.010092531380432784,0.2,10,0.7121731527037015,0.7372238291346972,0.28774298758843236,0.5124834083615648,0.5093002281426089
glmnet,down,0.010092531380432784,0.3,10,0.7236147652473006,0.7492724712942976,0.28834041405902056,0.5188064426766591,0.5152432361153431
glmnet,down,0.010092531380432784,0.4,10,0.7326540858221176,0.7588079690764838,0.2942583957179763,0.5265331823972301,0.5270246158874133
glmnet,down,0.010092531380432784,0.5,10,0.7373569714735095,0.7636769263949141,0.2948201934707853,0.5292485599328497,0.5298193413295353
glmnet,down,0.010092531380432784,0.6,10,0.7328301228869463,0.7591736292400195,0.2942993800158281,0.5267365046279238,0.5300842864668857
glmnet,down,0.010092531380432784,0.7,10,0.7342858971469074,0.7613777393663466,0.28437872960025384,0.5228782344833002,0.5297060902710581
glmnet,down,0.010092531380432784,0.8,10,0.7398155805488182,0.7686459126988575,0.2443224733988877,0.5064841930488726,0.5284974594150273
glmnet,down,0.010092531380432784,0.9,10,0.7386403151979632,0.7674553417731954,0.24211584000311792,0.5047855908881567,0.5306202624626648
glmnet,down,0.010092531380432784,1,10,0.7362012111148618,0.7644166701045662,0.2484808463482956,0.5064487582264309,0.5314163013757739
glmnet,down,0.011165244502115052,0,10,0.7266311486086036,0.7548882418258048,0.26463382457505563,0.5097610332004302,0.4955231433940781
glmnet,down,0.011165244502115052,0.05,10,0.711896987125539,0.7398327796177027,0.2648619601936222,0.5023473699056624,0.49656338689058954
glmnet,down,0.011165244502115052,0.1,10,0.7088449028215797,0.7347615375598695,0.27653749397381794,0.5056495157668437,0.4974454126876865
glmnet,down,0.011165244502115052,0.2,10,0.7136256730112619,0.738771218537256,0.28774298758843236,0.5132571030628442,0.5109041411331122
glmnet,down,0.011165244502115052,0.3,10,0.7283963818137217,0.7544355046867497,0.2859966640590206,0.5202160843728851,0.51723140972057
glmnet,down,0.011165244502115052,0.4,10,0.7335616631323931,0.7597489094191217,0.2942583957179763,0.527003652568549,0.527600492759741
glmnet,down,0.011165244502115052,0.5,10,0.7399320969703672,0.7663419453562785,0.2949078173528254,0.5306248813545519,0.5294399260257103
glmnet,down,0.011165244502115052,0.6,10,0.7348107095513162,0.7613243328844539,0.2903824762765893,0.5258534045805217,0.5295301423004675
glmnet,down,0.011165244502115052,0.7,10,0.7322292683847418,0.7593924882549865,0.26197334721560445,0.5106829177352955,0.5281037446952074
glmnet,down,0.011165244502115052,0.8,10,0.7364929442354643,0.7652346053057483,0.24211584000311792,0.5036752226544331,0.5297739196901466
glmnet,down,0.011165244502115052,0.9,10,0.7396426521465196,0.7686449984549272,0.24367834000311792,0.5061616692290225,0.5317428579310115
glmnet,down,0.011165244502115052,1,10,0.7366034859208073,0.7639882233563713,0.25784776086704775,0.5109179921117095,0.5325110321698947
glmnet,down,0.01235197395905096,0,10,0.7266311486086036,0.7548882418258048,0.26463382457505563,0.5097610332004302,0.4955231433940781
glmnet,down,0.01235197395905096,0.05,10,0.7122653489524176,0.740013824134524,0.27187950405327127,0.5059466640938977,0.49571881235488197
glmnet,down,0.01235197395905096,0.1,10,0.7058293459499353,0.7311182118814931,0.28490063483568134,0.5080094233585872,0.49952861826079725
glmnet,down,0.01235197395905096,0.2,10,0.716036991035588,0.7413221505036407,0.28696173758843235,0.5141419440460365,0.5113140698734646
glmnet,down,0.01235197395905096,0.3,10,0.7320350088616203,0.7582928709900326,0.28543486630621157,0.5218638686481221,0.5209321363015669
glmnet,down,0.01235197395905096,0.4,10,0.742815366692727,0.7694870287885837,0.2942583957179763,0.53187271225328,0.526528397149836
glmnet,down,0.01235197395905096,0.5,10,0.7419059962311749,0.7686461963418084,0.29194975595567774,0.5302979761487431,0.5291518979137891
glmnet,down,0.01235197395905096,0.6,10,0.7306527557323687,0.7575728377885957,0.2780089590199569,0.5177908984042763,0.5286716853470722
glmnet,down,0.01235197395905096,0.7,10,0.7338961351431476,0.7616660247901283,0.24793600987576908,0.5048010173329487,0.5291946440113421
glmnet,down,0.01235197395905096,0.8,10,0.7359412925973791,0.7645898802512625,0.24289709000311793,0.5037434851271902,0.5322924013200421
glmnet,down,0.01235197395905096,0.9,10,0.7405513874340086,0.7685883254970419,0.2546911889878895,0.5116397572424657,0.5339526025183544
glmnet,down,0.01235197395905096,1,10,0.7362271535119419,0.7623174722791942,0.27863834300334756,0.5204779076412709,0.5344191271431036
glmnet,down,0.013664838298540717,0,10,0.7265449045378835,0.7547952618165068,0.26463382457505563,0.5097145431957812,0.4954047711585663
glmnet,down,0.013664838298540717,0.05,10,0.7139982876263504,0.741711788600311,0.27363389001818356,0.5076728393092472,0.49506908853666204
glmnet,down,0.013664838298540717,0.1,10,0.7069356106581042,0.732189315805128,0.28665502080059363,0.5094221683028608,0.5011959517439804
glmnet,down,0.013664838298540717,0.2,10,0.7196812204211752,0.7453896309725312,0.2859966640590206,0.5156931475157759,0.5122214554392344
glmnet,down,0.013664838298540717,0.3,10,0.7365884152697326,0.763034844577048,0.28837604277679985,0.525705443676924,0.5242153299233722
glmnet,down,0.013664838298540717,0.4,10,0.7436166668608408,0.7702248391755672,0.2948201934707853,0.5325225163231762,0.526218336946562
glmnet,down,0.013664838298540717,0.5,10,0.7371494720337927,0.7635032695184827,0.289135704524875,0.5263194870216789,0.5286601669557853
glmnet,down,0.013664838298540717,0.6,10,0.7343561364487851,0.7618522700820615,0.2497945629660798,0.5058234165240706,0.5295654405849267
glmnet,down,0.013664838298540717,0.7,10,0.7367335006958924,0.7641919596932562,0.25355942358135286,0.5088756916373045,0.5323328555425262
glmnet,down,0.013664838298540717,0.8,10,0.7431109329059195,0.771047410904043,0.25414391741428544,0.5125956641591642,0.5340710440440098
glmnet,down,0.013664838298540717,0.9,10,0.744089600012381,0.7711863581445038,0.2730545866581699,0.5221204724013369,0.5356678254873495
glmnet,down,0.013664838298540717,1,10,0.741788945308395,0.767602760585832,0.2957075861207263,0.531655173353279,0.543417826252357
glmnet,down,0.01511724412181421,0,10,0.729531140162224,0.7579559697345584,0.26463382457505563,0.511294897154807,0.49462542360060546
glmnet,down,0.01511724412181421,0.05,10,0.7160047048689856,0.7437211753813276,0.2724470995125076,0.5080841374469176,0.49473393302930263
glmnet,down,0.01511724412181421,0.1,10,0.7150890087190507,0.7407396807875968,0.28665502080059363,0.5136973507940952,0.5029858564342051
glmnet,down,0.01511724412181421,0.2,10,0.7231169168324013,0.7490049646275759,0.2859966640590206,0.5175008143432983,0.5131611095631112
glmnet,down,0.01511724412181421,0.3,10,0.7413820540238335,0.7680015624366917,0.2942583957179763,0.531129979077334,0.5251699925704604
glmnet,down,0.01511724412181421,0.4,10,0.7399279433010342,0.7662535379008881,0.2933849747132315,0.5298192563070597,0.5263717539466582
glmnet,down,0.01511724412181421,0.5,10,0.7400229561306103,0.7677224891986925,0.2593059515011599,0.5135142203499262,0.5285871906532045
glmnet,down,0.01511724412181421,0.6,10,0.7369972520270401,0.7642239213403368,0.2555105657133325,0.5098672435268347,0.529944905448347
glmnet,down,0.01511724412181421,0.7,10,0.740273305990287,0.767181883611502,0.26019806571333254,0.5136899746624173,0.5340559573347003
glmnet,down,0.01511724412181421,0.8,10,0.7462584935112211,0.7733053625217294,0.2739192711241893,0.5236123168229594,0.5351736872778148
glmnet,down,0.01511724412181421,0.9,10,0.7478262542144968,0.7744187529705779,0.2911390582019445,0.5327789055862613,0.5430618450577452
glmnet,down,0.01511724412181421,1,10,0.7379571230687643,0.7628620577493497,0.314340094401602,0.5386010760754758,0.5482725032747163
glmnet,down,0.016724022988470442,0,10,0.732756401941242,0.7615944052517055,0.25885566278652555,0.5102250340191156,0.49370113544352406
glmnet,down,0.016724022988470442,0.05,10,0.7205455962065045,0.7473750198206164,0.28185776209128466,0.5146163909559505,0.4946410350583989
glmnet,down,0.016724022988470442,0.1,10,0.7195848133570532,0.745403333332104,0.28665502080059363,0.5160291770663488,0.5032445560176595
glmnet,down,0.016724022988470442,0.2,10,0.7244291646721572,0.7503393082554085,0.2859966640590206,0.5181679861572145,0.5149314398269926
glmnet,down,0.016724022988470442,0.3,10,0.7432165016924664,0.7698560604037505,0.2942583957179763,0.5320572280608634,0.5234887024211858
glmnet,down,0.016724022988470442,0.4,10,0.7394235427755422,0.7656239301199678,0.2926919257708812,0.5291579279454245,0.5262081933192682
glmnet,down,0.016724022988470442,0.5,10,0.7448907987361677,0.7730584045790726,0.24479081751234172,0.5089246110457072,0.5297350510171994
glmnet,down,0.016724022988470442,0.6,10,0.740813529676734,0.7679081628357675,0.2586355657133325,0.51327186427455,0.5329779480425946
glmnet,down,0.016724022988470442,0.7,10,0.7465531343288518,0.7735017448582928,0.2694899540112049,0.5214958494347489,0.5362532701693936
glmnet,down,0.016724022988470442,0.8,10,0.7494678086598393,0.7762689667243444,0.2857623213062241,0.5310156440152842,0.5418823857655897
glmnet,down,0.016724022988470442,0.9,10,0.7417455725847899,0.7670583531094983,0.30990834218754,0.5384833476485191,0.5480141541224254
glmnet,down,0.016724022988470442,1,10,0.7343076162887449,0.7586350445828448,0.32093376735510587,0.5397844059689754,0.556881852065399
glmnet,down,0.018501582872190996,0,10,0.7363724768520383,0.7654404842941748,0.25834804857332755,0.5118942664337511,0.49298829111392783
glmnet,down,0.018501582872190996,0.05,10,0.7246030205490807,0.7505681372416119,0.28959619727118185,0.5200821672563968,0.4945362982084864
glmnet,down,0.018501582872190996,0.1,10,0.71964210635985,0.7454227103906125,0.28665502080059363,0.516038865595603,0.5032921891083482
glmnet,down,0.018501582872190996,0.2,10,0.7258134544733719,0.7517823522841598,0.2859966640590206,0.5188895081715902,0.516807489756656
glmnet,down,0.018501582872190996,0.3,10,0.7429630969897653,0.769700948505453,0.29181886283158565,0.5307599056685194,0.5224970900934647
glmnet,down,0.018501582872190996,0.4,10,0.747059487627468,0.774964100654098,0.255736261808295,0.5153501812311965,0.5263985216127749
glmnet,down,0.018501582872190996,0.5,10,0.7455382846747061,0.7736033986023017,0.24516242974842026,0.509382914175361,0.5301247265061806
glmnet,down,0.018501582872190996,0.6,10,0.7438963709897234,0.7709692298032438,0.2586355657133325,0.5148023977582882,0.5373612390693535
glmnet,down,0.018501582872190996,0.7,10,0.748486904193533,0.775282519882093,0.2834163091277196,0.5293494145049062,0.541013410297886
glmnet,down,0.018501582872190996,0.8,10,0.7448525309332088,0.7708232953308571,0.2964583374624077,0.5336408163966324,0.5462195633834968
glmnet,down,0.018501582872190996,0.9,10,0.7376456822205797,0.7623561898576792,0.31729527908175753,0.5398257344697184,0.5562504054048213
glmnet,down,0.018501582872190996,1,10,0.7289270653769243,0.75315758131898225,0.30579662363173354,0.529477102475358,0.5687227726835615
glmnet,down,0.020468075714350484,0,10,0.7425283992614949,0.7719283115047079,0.2540927294243914,0.5130105204645496,0.4926188528790663
glmnet,down,0.020468075714350484,0.05,10,0.7277808101135117,0.7538828738803312,0.28665502080059363,0.5202689473404624,0.4951216147454722
glmnet,down,0.020468075714350484,0.1,10,0.7219365778463522,0.7477959381343803,0.2858737708005936,0.5168348544674869,0.5038248286266201
glmnet,down,0.020468075714350484,0.2,10,0.7271612846413777,0.753088005548317,0.2889378405296088,0.5210129230389628,0.5186008040267983
glmnet,down,0.020468075714350484,0.3,10,0.7445453730143521,0.7713495228885252,0.29075927976520155,0.5310544013268633,0.5236194769106688
glmnet,down,0.020468075714350484,0.4,10,0.7474803371481546,0.7758862434000158,0.2439483266698509,0.5099172850349333,0.5269844411963562
glmnet,down,0.020468075714350484,0.5,10,0.7454414250075267,0.7729522147656904,0.2521936797484203,0.5125729472570553,0.5348632910681277
glmnet,down,0.020468075714350484,0.6,10,0.744964836546147,0.7717945954682901,0.26811471571599876,0.5199546555921444,0.5405521119868785
glmnet,down,0.020468075714350484,0.7,10,0.7469072075064073,0.7732548815204102,0.29253419946154363,0.532894540490977,0.5448426365258844
glmnet,down,0.020468075714350484,0.8,10,0.7409871515713012,0.7660830839763174,0.3122457757277844,0.5391644298520509,0.554603102527711
glmnet,down,0.020468075714350484,0.9,10,0.7337627305041733,0.7582086832793897,0.30579662363173354,0.5320026534555616,0.5684431305025213
glmnet,down,0.020468075714350484,1,10,0.7323419998840776,0.7500130924468918,0.3941731626379498,0.5720931275424208,0.5809617851223732
glmnet,down,0.02264358278653442,0,10,0.7446771115714572,0.774119601332736,0.2540927294243914,0.5141061653785637,0.4921878380488238
glmnet,down,0.02264358278653442,0.05,10,0.7283877292610518,0.7544521686064017,0.28665502080059363,0.5205535947034977,0.495412832899602
glmnet,down,0.02264358278653442,0.1,10,0.7240090095524953,0.7500060063511346,0.2843112708005936,0.5171586385758641,0.5052582734954162
glmnet,down,0.02264358278653442,0.2,10,0.7272757583121794,0.7529376150522953,0.2948201934707853,0.5238789042615403,0.5210348878545175
glmnet,down,0.02264358278653442,0.3,10,0.7436796529188079,0.7704743471665902,0.2888884517776223,0.5296813994721062,0.524009402394931
glmnet,down,0.02264358278653442,0.4,10,0.746388566753872,0.774500686056006,0.24349960872113294,0.5090001473885695,0.52954266070448
glmnet,down,0.02264358278653442,0.5,10,0.746768431507819,0.7739851823735959,0.2560999297484203,0.5150425560610081,0.5392143981391853
glmnet,down,0.02264358278653442,0.6,10,0.7460974584460158,0.7725755688790045,0.2808806731628073,0.5267281210209058,0.5444804454975695
glmnet,down,0.02264358278653442,0.7,10,0.7401935473636425,0.765570292812911,0.3082269544836843,0.5368986236482977,0.5520667693855548
glmnet,down,0.02264358278653442,0.8,10,0.7358268996495207,0.7605402784482412,0.3035346234536233,0.5320374509509322,0.5667188857530736
glmnet,down,0.02264358278653442,0.9,10,0.7366976605387433,0.7546027171068261,0.39125962880336335,0.5729311729550948,0.5804955917492189
glmnet,down,0.02264358278653442,1,10,0.7312660629505998,0.7467532894678947,0.42521341185764866,0.5859833506627716,0.590078707506151
glmnet,down,0.025050319754834304,0,10,0.7443430795390275,0.7737590763466078,0.25115155295380315,0.5124553146502054,0.49152373994319803
glmnet,down,0.025050319754834304,0.05,10,0.729155289369714,0.7552686210120036,0.2858737708005936,0.5205711959062986,0.49618671286509847
glmnet,down,0.025050319754834304,0.1,10,0.7246474154734578,0.7506196232065288,0.2843112708005936,0.5174654470035612,0.5066458908622016
glmnet,down,0.025050319754834304,0.2,10,0.7339560783894795,0.7599756576968202,0.29422495537554716,0.5271003065361837,0.520824712926699
glmnet,down,0.025050319754834304,0.3,10,0.7473955446038906,0.7754543050580575,0.26266397924121015,0.5190591421496338,0.5251798084034237
glmnet,down,0.025050319754834304,0.4,10,0.7453406263532302,0.7732084563927846,0.24528532300684722,0.5092468896998159,0.5344288479138476
glmnet,down,0.025050319754834304,0.5,10,0.7462668954375131,0.7734477877756701,0.2618647157159988,0.5176562517458344,0.5437705291447179
glmnet,down,0.025050319754834304,0.6,10,0.7441821520310776,0.7705839873879645,0.28472169946154363,0.527652843424754,0.5486102944627752
glmnet,down,0.025050319754834304,0.7,10,0.7371732382572165,0.7620597111575861,0.3035346234536233,0.5327971673056047,0.562362795704396
glmnet,down,0.025050319754834304,0.8,10,0.7376159950226474,0.7563558774996578,0.38099869871621084,0.5686772881079343,0.5782926515463942
glmnet,down,0.025050319754834304,0.9,10,0.7346641337586834,0.7503451792738873,0.42472797496444475,0.5875365771191661,0.5906239078986657
glmnet,down,0.025050319754834304,1,10,0.7301359248351429,0.7447733849764316,0.433024517490271,0.5888989512333513,0.594315546210107
glmnet,down,0.02771286353997882,0,10,0.7455978467206573,0.7750008007757742,0.2531218633451662,0.5140613320604701,0.49083526816914785
glmnet,down,0.02771286353997882,0.05,10,0.7305743934619163,0.7568376190553614,0.2843112708005936,0.5205744449279774,0.4970059138366354
glmnet,down,0.02771286353997882,0.1,10,0.7219877452336273,0.7476828699079069,0.2843112708005936,0.5159970703542502,0.5079812637770668
glmnet,down,0.02771286353997882,0.2,10,0.7397607961725713,0.7662486115988254,0.2921944985227553,0.5292215550607904,0.5201104335442076
glmnet,down,0.02771286353997882,0.3,10,0.7475962823340728,0.776018982315905,0.24583477355629776,0.5109268779361014,0.5274108535898823
glmnet,down,0.02771286353997882,0.4,10,0.7464921197594753,0.7743626477955413,0.24419516784365836,0.5092789078195998,0.5388056993304324
glmnet,down,0.02771286353997882,0.5,10,0.7486011267586496,0.7758222868178012,0.2699431731628073,0.5228827299903042,0.5443619813920567
glmnet,down,0.02771286353997882,0.6,10,0.740252137445605,0.7660394698678075,0.297339928604003,0.5316896992359051,0.5585162558150776
glmnet,down,0.02771286353997882,0.7,10,0.7369082485511751,0.7591086659625473,0.3366279403596453,0.5478683031610962,0.5739225039305267
glmnet,down,0.02771286353997882,0.8,10,0.7360167931290957,0.7524857920400982,0.41356600882038236,0.5830259004302403,0.5898960682773616
glmnet,down,0.02771286353997882,0.9,10,0.7308041556976993,0.7454383076323193,0.4347789034551833,0.5901086055437513,0.5947230082109258
glmnet,down,0.02771286353997882,1,10,0.7260768442414132,0.7403661743238458,0.42577155051400684,0.5830688624189263,0.6004193544998938
glmnet,down,0.030658403289933054,0,10,0.7457881525639467,0.7752012162483239,0.24821264636890197,0.511706931308613,0.49064992541901264
glmnet,down,0.030658403289933054,0.05,10,0.7295725341136006,0.7557866327798826,0.28277280926213205,0.5192797210210073,0.4981530983938814
glmnet,down,0.030658403289933054,0.1,10,0.7213499275543871,0.7468738396494378,0.2872524472711818,0.5170631434603098,0.5084494243959241
glmnet,down,0.030658403289933054,0.2,10,0.7432582206176384,0.7699890095706741,0.29075927976520155,0.5303741446679379,0.5196947969704057
glmnet,down,0.030658403289933054,0.3,10,0.7463781125621572,0.7744102538490893,0.24692451714604136,0.5106673854975654,0.5322368596277729
glmnet,down,0.030658403289933054,0.4,10,0.7464104746103103,0.7740150980266352,0.2527058061415307,0.513360452084083,0.5425865372134898
glmnet,down,0.030658403289933054,0.5,10,0.7457416426898124,0.7726410685575883,0.2782377210351477,0.525439394796368,0.5509522213428258
glmnet,down,0.030658403289933054,0.6,10,0.7374216582380242,0.7624284990247183,0.30077088312246547,0.5315996910735918,0.5673046925249579
glmnet,down,0.030658403289933054,0.7,10,0.7394863176752133,0.7567339199446246,0.40588714637375867,0.5813105331591916,0.5865638702792529
glmnet,down,0.030658403289933054,0.8,10,0.7317201634841566,0.7464165464119781,0.4355601534551833,0.5909883499335806,0.5945320569426704
glmnet,down,0.030658403289933054,0.9,10,0.728058442551288,0.7423802190331651,0.42774186090536986,0.5850610399692675,0.6003113153757182
glmnet,down,0.030658403289933054,1,10,0.7308873826584656,0.7459480357347519,0.4031879796067712,0.5745680076707615,0.6040757710383226
glmnet,down,0.03391701802782724,0,10,0.7457407873586044,0.7751015483284298,0.25018295676026503,0.5126422525443474,0.49010942506920313
glmnet,down,0.03391701802782724,0.05,10,0.7287919238778324,0.7549206091266103,0.28277280926213205,0.5188467091943711,0.4993728034375722
glmnet,down,0.03391701802782724,0.1,10,0.7224686262236368,0.7479569153344496,0.2878476853664199,0.5179023003504347,0.5087572667597157
glmnet,down,0.03391701802782724,0.2,10,0.7441372194302591,0.7711335867454826,0.2891488132435675,0.530141199994525,0.5199827950387965
glmnet,down,0.03391701802782724,0.3,10,0.744300025594377,0.7719910468722192,0.24741902264054685,0.5097050347563831,0.536748901992668
glmnet,down,0.03391701802782724,0.4,10,0.7492311589138609,0.7766420183150062,0.26759942316280727,0.5221207207389068,0.5433948595734933
glmnet,down,0.03391701802782724,0.5,10,0.7400045810967095,0.7657585053593118,0.2976615309124391,0.5317100181358754,0.5608292113060346
glmnet,down,0.03391701802782724,0.6,10,0.7425657377369411,0.7613461288354149,0.38297964777051613,0.5721628883029655,0.5802506219706514
glmnet,down,0.03391701802782724,0.7,10,0.7387037831017629,0.7539493700224811,0.43316467655642527,0.5935570232894531,0.5933376385203826
glmnet,down,0.03391701802782724,0.8,10,0.7297180178114215,0.74404544596704425,0.4336242138465463,0.5888348299067953,0.5998585424120235
glmnet,down,0.03391701802782724,0.9,10,0.7278278205633266,0.7427100227792022,0.4061291560773595,0.5744195894282809,0.60344407253241
glmnet,down,0.03391701802782724,1,10,0.7306654727459637,0.7431125360702296,0.42646874863135237,0.584790642350791,0.6095196463490321
glmnet,down,0.03752198381047752,0,10,0.7459891636159492,0.7750731786637718,0.2520185150126922,0.513545846838232,0.4891815838218931
glmnet,down,0.03752198381047752,0.05,10,0.7252153579314735,0.7509904696962062,0.28277280926213205,0.5168816394791691,0.49927046935224506
glmnet,down,0.03752198381047752,0.1,10,0.7248638772165743,0.7503772738246681,0.2907888618370082,0.5205830678308382,0.5082520307846757
glmnet,down,0.03752198381047752,0.2,10,0.7456668384551238,0.7731958396960643,0.28104269525433434,0.5271192674751993,0.5209160658453336
glmnet,down,0.03752198381047752,0.3,10,0.7451482611053207,0.7727841603686298,0.2458805611020853,0.5093323607353576,0.53963315839557
